,Negative,comment_score
796,1.0,3387
797,1.0,4716
798,1.0,1236
799,1.0,1253
800,1.0,2140
801,1.0,825
802,0.9495798319327731,174
803,1.0,946
804,1.0,712
805,1.0,1641
806,1.0,2412
807,1.0,3951
808,0.8976241900647948,17
809,0.919175911251981,79
810,0.9124087591240876,170
811,0.9534883720930233,209
812,1.0,661
813,0.7666666666666667,-82
814,0.9090909090909091,-86
815,1.0,1346
816,1.0,1060
817,1.0,1453
818,0.7777777777777778,-121
819,1.0,3501
820,0.9322033898305084,253
821,0.9235127478753541,103
822,0.7935779816513762,-36
823,0.9154929577464789,236
824,1.0,1484
825,1.0,738
826,1.0,3251
827,1.0,1116
828,0.875,675
829,1.0,989
830,1.0,2338
831,1.0,1896
832,1.0,2180
833,0.8099547511312217,-16
834,1.0,1287
835,1.0,3409
836,0.9534883720930233,276
837,1.0,592
838,1.0,1250
839,0.8571428571428571,509
840,1.0,2572
841,1.0,3756
842,1.0,1334
843,0.0,-320
844,1.0,2755
845,1.0,7706
846,0.908256880733945,139
847,0.9552238805970149,246
848,1.0,1190
849,1.0,1196
850,0.7567567567567568,-55
851,1.0,2803
852,1.0,1781
853,1.0,1770
854,1.0,2165
855,1.0,-178
856,1.0,3548
857,0.5,1888
858,1.0,2865
859,1.0,-170
860,1.0,1999
861,0.8873239436619719,226
862,0.9411764705882353,242
863,1.0,817
864,1.0,430
865,0.9473684210526315,453
866,0.6666666666666666,726
867,0.6666666666666666,1230
868,1.0,1121
869,1.0,1009
870,1.0,13134
871,1.0,977
872,1.0,3700
873,1.0,1997
874,0.0,6147
875,0.8998161764705882,41
876,0.6923076923076923,499
877,1.0,1085
878,0.6666666666666666,1114
879,1.0,1783
880,0.75,1273
881,1.0,907
882,1.0,1473
883,1.0,8170
884,1.0,1574
885,0.0,-276
886,1.0,2051
887,1.0,1689
888,1.0,3953
889,1.0,3139
890,1.0,1695
891,1.0,-162
892,0.9108974358974359,28
893,0.901656314699793,33
894,0.9063745019920318,88
895,0.8666666666666667,257
896,0.9230769230769231,248
897,0.6666666666666666,-183
898,0.9629629629629629,208
899,0.8888888888888888,405
900,1.0,519
901,0.9565217391304348,384
902,1.0,1595
903,1.0,2460
904,1.0,-164
905,1.0,3163
906,1.0,4148
907,1.0,2563
908,0.0,1673
909,0.9060773480662984,138
910,0.967032967032967,207
911,1.0,498
912,1.0,1321
913,1.0,866
914,1.0,637
915,1.0,671
916,1.0,2318
917,1.0,4772
918,1.0,6164
919,1.0,1576
920,1.0,3309
921,0.9166666666666666,511
922,1.0,-200
923,1.0,4914
924,1.0,2824
925,0.9387755102040817,307
926,0.9318181818181818,304
927,0.8823529411764706,235
928,0.8571428571428571,649
929,0.8333333333333334,833
930,0.8636363636363636,462
931,0.75,-115
932,1.0,769
933,1.0,813
934,1.0,1206
935,1.0,3887
936,1.0,3446
937,1.0,1100
938,1.0,1948
939,0.5,865
940,0.8928571428571429,114
941,0.7989080982711556,-18
942,0.9285714285714286,434
943,1.0,714
944,0.2,-123
945,1.0,678
946,0.7777777777777778,646
947,0.9090909090909091,599
948,1.0,928
949,1.0,5755
950,0.875,742
951,0.5,1425
952,0.0,1625
953,1.0,1474
954,1.0,2234
955,1.0,4218
956,0.8960612304974978,5
957,0.5,1363
958,1.0,3247
959,1.0,900
960,0.6666666666666666,1331
961,1.0,1597
962,1.0,2383
963,1.0,1083
964,1.0,2582
965,1.0,1884
966,1.0,794
967,1.0,3498
968,0.8730888319873942,1
969,0.9111111111111111,319
970,0.8,896
971,1.0,3235
972,0.8461538461538461,539
973,0.7333333333333333,-110
974,1.0,3412
975,0.8260869565217391,404
976,1.0,2242
977,1.0,1118
978,1.0,901
979,1.0,2628
980,1.0,1071
981,0.0,-371
982,1.0,1583
983,1.0,5559
984,1.0,4722
985,1.0,1909
986,1.0,7381
987,1.0,1040
988,1.0,2876
989,0.7889908256880734,-19
990,0.9288537549407114,115
991,0.9156626506024096,153
992,0.75,1074
993,0.9090909090909091,718
994,1.0,2619
995,1.0,3984
996,1.0,2925
997,1.0,3641
998,1.0,3361
999,1.0,1562
1000,0.8949771689497716,96
1001,0.838,-27
1002,0.8918918918918919,250
1003,0.9642857142857143,377
1004,0.8333333333333334,859
1005,1.0,1132
1006,1.0,743
1007,0.75,-147
1008,1.0,929
1009,1.0,1257
1010,1.0,1609
1011,1.0,1218
1012,1.0,2492
1013,1.0,3121
1014,1.0,1685
1015,1.0,10968
1016,1.0,3259
1017,1.0,1136
1018,1.0,2637
1019,1.0,3143
1020,1.0,1163
1021,1.0,1787
1022,0.8368416378008704,-2
1023,1.0,890
1024,1.0,2396
1025,0.9166666666666666,328
1026,1.0,1534
1027,0.6666666666666666,1126
1028,1.0,1790
1029,1.0,1446
1030,0.875,849
1031,1.0,1726
1032,1.0,1115
1033,1.0,2390
1034,1.0,2747
1035,1.0,1130
1036,0.921875,185
1037,0.967741935483871,375
1038,0.9210526315789473,349
1039,1.0,632
1040,1.0,1054
1041,1.0,2699
1042,1.0,2366
1043,1.0,3130
1044,0.5,-146
1045,1.0,3060
1046,1.0,-173
1047,1.0,2228
1048,0.9180790960451978,104
1049,0.8181818181818182,368
1050,1.0,834
1051,1.0,623
1052,0.8860759493670886,219
1053,1.0,944
1054,1.0,978
1055,0.9411764705882353,515
1056,1.0,3234
1057,1.0,1075
1058,1.0,1388
1059,1.0,2296
1060,1.0,1894
1061,1.0,1232
1062,1.0,1436
1063,1.0,1151
1064,1.0,11390
1065,0.9863013698630136,214
1066,0.9411764705882353,461
1067,0.8571428571428571,449
1068,1.0,1478
1069,1.0,719
1070,1.0,7053
1071,1.0,1493
1072,1.0,538
1073,1.0,1024
1074,1.0,2231
1075,1.0,3769
1076,1.0,5093
1077,0.5,-151
1078,1.0,2855
1079,0.0,5472
1080,0.863013698630137,252
1081,0.9230769230769231,419
1082,1.0,816
1083,0.9090909090909091,556
1084,1.0,1696
1085,0.8333333333333334,818
1086,0.9090909090909091,593
1087,0.8,874
1088,1.0,6154
1089,1.0,1266
1090,1.0,1647
1091,1.0,3449
1092,1.0,1208
1093,0.6666666666666666,-163
1094,1.0,2382
1095,1.0,1475
1096,0.0,4667
1097,1.0,1373
1098,1.0,11711
1099,0.7222222222222222,-97
1100,0.8990282057359564,10
1101,0.8984962406015038,120
1102,0.75,1433
1103,0.8888888888888888,500
1104,0.8333333333333334,748
1105,0.75,945
1106,1.0,1037
1107,1.0,423
1108,1.0,485
1109,0.0,3019
1110,1.0,836
1111,1.0,806
1112,1.0,1278
1113,1.0,1087
1114,1.0,3936
1115,1.0,6450
1116,0.9028077753779697,89
1117,1.0,3349
1118,1.0,5072
1119,1.0,550
1120,1.0,521
1121,1.0,1706
1122,0.6666666666666666,-131
1123,1.0,4262
1124,1.0,2830
1125,1.0,1666
1126,1.0,2831
1127,0.8148148148148148,361
1128,1.0,2357
1129,1.0,1045
1130,1.0,644
1131,0.9354838709677419,364
1132,1.0,501
1133,1.0,537
1134,0.8571428571428571,452
1135,1.0,1487
1136,1.0,2646
1137,1.0,1779
1138,1.0,1588
1139,1.0,2662
1140,1.0,870
1141,0.6666666666666666,-140
1142,0.84375,356
1143,0.9090909090909091,490
1144,1.0,3567
1145,0.9047619047619048,403
1146,1.0,871
1147,1.0,5309
1148,1.0,1822
1149,1.0,3784
1150,1.0,975
1151,0.9090909090909091,741
1152,1.0,1000
1153,1.0,1517
1154,1.0,2010
1155,1.0,1066
1156,1.0,784
1157,1.0,2286
1158,1.0,923
1159,1.0,2840
1160,1.0,2036
1161,1.0,1381
1162,1.0,1944
1163,0.941747572815534,128
1164,0.9285714285714286,197
1165,0.9375,497
1166,0.9375,464
1167,1.0,1239
1168,1.0,697
1169,0.5,-177
1170,1.0,2670
1171,1.0,2663
1172,1.0,3493
1173,1.0,4356
1174,1.0,1322
1175,0.5,1926
1176,1.0,838
1177,1.0,6747
1178,1.0,1512
1179,0.0,4029
1180,1.0,2970
1181,1.0,911
1182,1.0,1744
1183,1.0,1112
1184,1.0,1808
1185,0.9083969465648855,85
1186,0.9046242774566474,106
1187,0.8746081504702194,111
1188,0.9361702127659575,332
1189,1.0,867
1190,1.0,575
1191,1.0,8362
1192,0.8181818181818182,735
1193,1.0,815
1194,0.5,1947
1195,1.0,1310
1196,1.0,2222
1197,1.0,2625
1198,1.0,2808
1199,1.0,1556
1200,1.0,1228
1201,1.0,2367
1202,1.0,3729
1203,1.0,2805
1204,1.0,1456
1205,0.7857142857142857,-28
1206,0.8846153846153846,411
1207,0.7222222222222222,-84
1208,0.9423076923076923,301
1209,0.4,-124
1210,1.0,548
1211,1.0,4966
1212,1.0,1809
1213,1.0,5886
1214,0.8333333333333334,903
1215,1.0,1804
1216,0.8852459016393442,177
1217,1.0,1231
1218,1.0,1734
1219,0.0,5807
1220,0.0,2484
1221,1.0,2789
1222,1.0,1643
1223,1.0,1435
1224,0.8144416456759026,-17
1225,1.0,2090
1226,1.0,2006
1227,0.9090909090909091,460
1228,0.7586206896551724,-81
1229,1.0,950
1230,0.6666666666666666,797
1231,1.0,1764
1232,1.0,1832
1233,1.0,1879
1234,1.0,3421
1235,1.0,2298
1236,0.6666666666666666,3152
1237,0.0,3428
1238,1.0,9118
1239,1.0,3070
1240,0.0,4956
1241,1.0,1558
1242,1.0,6841
1243,0.9389312977099237,179
1244,1.0,1237
1245,0.9411764705882353,448
1246,1.0,2253
1247,1.0,563
1248,0.9285714285714286,557
1249,0.781021897810219,-46
1250,1.0,306
1251,1.0,659
1252,1.0,1023
1253,0.9230769230769231,441
1254,1.0,1424
1255,1.0,5840
1256,0.3333333333333333,-160
1257,0.0,4249
1258,1.0,7468
1259,0.0,1251
1260,1.0,1651
1261,1.0,7296
1262,1.0,2163
1263,1.0,5146
1264,0.9136094674556213,67
1265,0.9218543046357616,48
1266,0.9178082191780822,224
1267,1.0,673
1268,0.8,517
1269,1.0,953
1270,1.0,1920
1271,1.0,755
1272,1.0,3115
1273,1.0,2315
1274,1.0,2256
1275,0.9121621621621622,168
1276,0.8507462686567164,254
1277,0.9191919191919192,142
1278,1.0,749
1279,0.9148936170212766,324
1280,0.8421052631578947,481
1281,1.0,2205
1282,0.75,761
1283,0.8333333333333334,1187
1284,1.0,927
1285,1.0,1295
1286,1.0,1400
1287,0.0,7288
1288,1.0,2559
1289,1.0,1314
1290,1.0,5679
1291,0.9305555555555556,247
1292,0.8929503916449086,100
1293,0.0,2912
1294,1.0,1617
1295,0.9523809523809523,467
1296,1.0,2608
1297,1.0,992
1298,1.0,528
1299,1.0,2503
1300,1.0,2664
1301,1.0,581
1302,0.8949771689497716,131
1303,0.9134078212290503,105
1304,1.0,850
1305,0.8863636363636364,318
1306,1.0,2676
1307,1.0,7678
1308,1.0,1970
1309,0.0,-180
1310,0.8,1412
1311,0.8333333333333334,1013
1312,0.0,-269
1313,0.5,1172
1314,1.0,4531
1315,1.0,5286
1316,1.0,4089
1317,0.967741935483871,451
1318,1.0,654
1319,0.8545454545454545,294
1320,1.0,800
1321,0.6666666666666666,993
1322,1.0,-357
1323,0.6666666666666666,1406
1324,1.0,5088
1325,1.0,2410
1326,1.0,3290
1327,1.0,3237
1328,1.0,1765
1329,0.927170868347339,108
1330,0.9142857142857143,333
1331,0.9489795918367347,218
1332,1.0,3537
1333,0.9,339
1334,1.0,1079
1335,1.0,934
1336,1.0,1137
1337,1.0,4228
1338,1.0,3891
1339,1.0,3089
1340,1.0,1047
1341,1.0,3771
1342,0.9047619047619048,44
1343,1.0,471
1344,0.9148936170212766,309
1345,0.9191489361702128,132
1346,1.0,1332
1347,0.896551724137931,392
1348,1.0,804
1349,0.9090909090909091,540
1350,0.8571428571428571,611
1351,1.0,1068
1352,1.0,3006
1353,1.0,-176
1354,0.6666666666666666,947
1355,1.0,2813
1356,1.0,2768
1357,1.0,3701
1358,0.9458333333333333,127
1359,0.8985507246376812,123
1360,0.9117647058823529,345
