,Negative,comment_score
1361,0.7777777777777778,-103
1362,1.0,746
1363,0.8,552
1364,1.0,683
1365,1.0,951
1366,1.0,1561
1367,1.0,1007
1368,1.0,641
1369,1.0,3908
1370,1.0,1486
1371,1.0,1011
1372,1.0,1410
1373,0.0,2629
1374,1.0,1357
1375,0.9047619047619048,210
1376,1.0,1117
1377,1.0,590
1378,1.0,1555
1379,1.0,1255
1380,0.7892376681614349,-38
1381,0.9090909090909091,205
1382,1.0,1569
1383,1.0,6467
1384,1.0,994
1385,1.0,3459
1386,0.8888888888888888,731
1387,1.0,2195
1388,1.0,2964
1389,1.0,6011
1390,0.0,-321
1391,1.0,3524
1392,1.0,2265
1393,1.0,2778
1394,0.8823529411764706,559
1395,0.8611111111111112,352
1396,1.0,2199
1397,0.9402985074626866,225
1398,0.8888888888888888,682
1399,0.9230769230769231,323
1400,1.0,1688
1401,1.0,1885
1402,0.875,981
1403,1.0,7066
1404,1.0,2013
1405,1.0,10024
1406,1.0,1678
1407,1.0,1244
1408,1.0,1663
1409,1.0,5267
1410,1.0,1308
1411,1.0,1857
1412,1.0,1577
1413,1.0,2052
1414,0.8241430700447094,-6
1415,0.9574468085106383,220
1416,1.0,3666
1417,0.9215686274509803,249
1418,0.9487179487179487,383
1419,1.0,1856
1420,1.0,762
1421,0.5714285714285714,-122
1422,1.0,795
1423,0.92,381
1424,1.0,1842
1425,0.8888888888888888,822
1426,1.0,1084
1427,1.0,688
1428,1.0,2061
1429,1.0,1354
1430,1.0,819
1431,1.0,11589
1432,0.0,-199
1433,1.0,3777
1434,1.0,1959
1435,1.0,1155
1436,0.9036269430051813,61
1437,0.9464285714285714,303
1438,0.0,-222
1439,1.0,1309
1440,0.0,2732
1441,1.0,3895
1442,1.0,1812
1443,1.0,2312
1444,0.8195488721804511,-48
1445,0.7976190476190477,-57
1446,1.0,940
1447,0.8,-114
1448,0.9259259259259259,379
1449,1.0,1005
1450,1.0,777
1451,1.0,2190
1452,1.0,3169
1453,1.0,995
1454,1.0,2335
1455,1.0,988
1456,1.0,1348
1457,0.5,3480
1458,1.0,1207
1459,1.0,1392
1460,1.0,3726
1461,1.0,3932
1462,1.0,5930
1463,1.0,2533
1464,0.9090909090909091,580
1465,0.9375,535
1466,1.0,1745
1467,1.0,1925
1468,1.0,567
1469,1.0,4663
1470,1.0,6533
1471,1.0,5914
1472,1.0,1432
1473,1.0,8691
1474,0.9,213
1475,0.9081632653061225,192
1476,1.0,2224
1477,0.75,473
1478,0.793859649122807,-39
1479,0.9333333333333333,337
1480,0.8823529411764706,440
1481,0.9,573
1482,1.0,454
1483,1.0,1192
1484,0.8571428571428571,653
1485,0.5,921
1486,1.0,3967
1487,1.0,1880
1488,1.0,1264
1489,0.9177215189873418,156
1490,0.6,1153
1491,1.0,1107
1492,1.0,4414
1493,1.0,3041
1494,1.0,841
1495,1.0,1524
1496,0.5,1146
1497,1.0,1122
1498,1.0,1271
1499,1.0,1691
1500,0.6976744186046512,-68
1501,0.9,636
1502,1.0,1340
1503,1.0,4723
1504,0.875,429
1505,1.0,628
1506,1.0,587
1507,1.0,1544
1508,1.0,2406
1509,0.8,846
1510,1.0,2183
1511,0.9390243902439024,160
1512,1.0,1772
1513,1.0,283
1514,1.0,715
1515,0.6666666666666666,957
1516,1.0,6372
1517,1.0,1572
1518,1.0,1631
1519,1.0,3039
1520,0.0,-208
1521,1.0,941
1522,1.0,1743
1523,1.0,1977
1524,1.0,6632
1525,0.898332093912674,3
1526,1.0,982
1527,0.8947368421052632,435
1528,1.0,576
1529,1.0,1890
1530,0.875,979
1531,1.0,1227
1532,0.8571428571428571,863
1533,1.0,4305
1534,1.0,1451
1535,1.0,1662
1536,1.0,-278
1537,0.87,206
1538,0.8846153846153846,382
1539,1.0,6394
1540,0.9411764705882353,482
1541,0.9444444444444444,478
1542,1.0,2685
1543,1.0,-188
1544,0.875,618
1545,1.0,12711
1546,1.0,3546
1547,1.0,1915
1548,1.0,14253
1549,0.9063640048642075,37
1550,0.9090909090909091,101
1551,0.9148936170212766,292
1552,0.8636363636363636,431
1553,1.0,-267
1554,1.0,1090
1555,1.0,2466
1556,1.0,1465
1557,1.0,1372
1558,1.0,2004
1559,1.0,776
1560,1.0,3544
1561,1.0,11430
1562,1.0,1931
1563,1.0,3083
1564,0.8242370238360437,-8
1565,0.8189944134078212,-14
1566,0.8181818181818182,-106
1567,1.0,362
1568,0.902803738317757,83
1569,1.0,2257
1570,0.0,4038
1571,1.0,8191
1572,1.0,1430
1573,0.6666666666666666,1265
1574,1.0,8666
1575,1.0,1580
1576,0.0,5178
1577,1.0,9732
1578,1.0,2323
1579,0.95,491
1580,0.625,-73
1581,0.8363636363636363,-63
1582,0.7867647058823529,-44
1583,1.0,2003
1584,1.0,2251
1585,1.0,919
1586,0.5,905
1587,1.0,7155
1588,0.0,1366
1589,1.0,1189
1590,0.0,4584
1591,0.8965693566381554,12
1592,0.75,1044
1593,0.831081081081081,-33
1594,0.8865979381443299,200
1595,0.9666666666666667,355
1596,0.9122807017543859,295
1597,1.0,952
1598,0.8181818181818182,655
1599,1.0,6314
1600,1.0,1466
1601,1.0,2306
1602,1.0,1803
1603,1.0,4759
1604,1.0,2102
1605,1.0,3270
1606,1.0,2571
1607,0.8333333333333334,826
1608,0.9772727272727273,288
1609,0.9461077844311377,141
1610,0.8571428571428571,543
1611,1.0,1672
1612,1.0,1201
1613,1.0,2352
1614,0.8,855
1615,1.0,2087
1616,1.0,879
1617,1.0,942
1618,1.0,4048
1619,0.9062233589087809,55
1620,1.0,943
1621,0.92,373
1622,1.0,3268
1623,0.7777777777777778,544
1624,1.0,922
1625,1.0,614
1626,1.0,1056
1627,1.0,2328
1628,1.0,1464
1629,1.0,5853
1630,1.0,1912
1631,1.0,1397
1632,1.0,2142
1633,1.0,3003
1634,1.0,2788
1635,0.7857142857142857,-72
1636,0.9096296296296297,74
1637,0.8913043478260869,322
1638,0.9473684210526315,280
1639,1.0,996
1640,1.0,872
1641,0.9047619047619048,390
1642,0.8,893
1643,0.9285714285714286,664
1644,1.0,1378
1645,1.0,-156
1646,0.875,492
1647,1.0,2045
1648,1.0,1387
1649,1.0,1102
1650,1.0,6159
1651,1.0,1289
1652,1.0,2911
1653,1.0,3862
1654,1.0,2515
1655,0.897736543975384,8
1656,0.9112734864300627,62
1657,0.8974358974358975,334
1658,0.9375,658
1659,0.9385964912280702,182
1660,0.8823529411764706,512
1661,0.875,668
1662,1.0,1062
1663,1.0,1506
1664,1.0,1143
1665,1.0,2532
1666,1.0,3184
1667,1.0,1585
1668,1.0,1853
1669,1.0,2640
1670,1.0,1261
1671,1.0,2990
1672,1.0,2682
1673,1.0,1664
1674,1.0,1225
1675,1.0,2539
1676,1.0,1120
1677,0.6666666666666666,1058
1678,1.0,1798
1679,1.0,1355
1680,1.0,15178
1681,1.0,2510
1682,1.0,1910
1683,0.9292929292929293,186
1684,0.8,910
1685,1.0,1113
1686,1.0,-187
1687,1.0,1707
1688,1.0,1096
1689,1.0,1327
1690,1.0,7306
1691,0.5,1398
1692,1.0,1758
1693,0.7555555555555555,-70
1694,1.0,331
1695,1.0,1186
1696,1.0,1655
1697,0.7142857142857143,772
1698,1.0,1468
1699,0.8888888888888888,710
1700,1.0,1522
1701,0.0,1619
1702,0.5,-212
1703,1.0,3411
1704,1.0,3027
1705,1.0,1166
1706,0.5,1818
1707,1.0,11233
1708,1.0,3611
1709,1.0,2829
1710,1.0,1903
1711,1.0,1982
1712,0.9562043795620438,171
1713,0.8081632653061225,-37
1714,1.0,747
1715,1.0,906
1716,0.8,631
1717,1.0,5437
1718,1.0,480
1719,1.0,1510
1720,1.0,2054
1721,1.0,2461
1722,1.0,1518
1723,0.8571428571428571,792
1724,1.0,1491
1725,0.5,2025
1726,0.8957504120934346,11
1727,0.8648648648648649,290
1728,0.9131326949384405,49
1729,0.8,803
1730,1.0,2044
1731,0.6666666666666666,1091
1732,1.0,514
1733,1.0,4813
1734,0.9166666666666666,437
1735,1.0,1341
1736,1.0,2730
1737,1.0,591
1738,0.875,716
1739,1.0,2389
1740,1.0,1291
1741,1.0,775
1742,1.0,1423
1743,1.0,3837
1744,1.0,2133
1745,1.0,4330
1746,1.0,4002
1747,1.0,4604
1748,0.0,1703
1749,1.0,13265
1750,1.0,15646
1751,0.9059269469331496,35
1752,1.0,1248
1753,1.0,1125
1754,1.0,639
1755,0.9375,560
1756,1.0,1080
1757,1.0,1801
1758,1.0,1725
1759,1.0,4704
1760,1.0,2194
1761,1.0,1496
1762,0.92,371
1763,0.7906976744186046,-54
1764,1.0,1209
1765,0.9090909090909091,1138
1766,0.8,507
1767,0.5,1034
1768,1.0,1393
1769,1.0,2011
1770,1.0,1339
1771,1.0,2931
1772,1.0,1035
1773,1.0,2505
1774,0.8179431072210066,-12
1775,0.9358974358974359,166
1776,0.8939393939393939,260
1777,1.0,2029
1778,0.9545454545454546,468
1779,1.0,1001
1780,1.0,740
1781,1.0,1018
1782,1.0,1648
1783,1.0,2058
1784,1.0,2179
1785,1.0,2089
1786,1.0,801
1787,0.6666666666666666,753
1788,1.0,1167
1789,1.0,2792
1790,0.0,6438
1791,1.0,4203
1792,1.0,778
1793,0.9051878354203936,80
1794,0.8181818181818182,774
1795,1.0,622
1796,1.0,6884
1797,0.9090909090909091,-105
1798,1.0,807
1799,1.0,1490
1800,1.0,10312
1801,0.5,1402
1802,0.0,3674
1803,1.0,1448
1804,1.0,2254
1805,1.0,3097
1806,0.8256712026480324,-4
1807,0.9166666666666666,327
1808,0.8095238095238095,-87
1809,0.9428571428571428,380
1810,0.8148148148148148,400
1811,0.6666666666666666,1171
1812,1.0,2380
1813,0.918918918918919,321
1814,1.0,829
1815,1.0,886
1816,1.0,3160
1817,0.875,785
1818,1.0,-260
1819,0.75,750
1820,1.0,5047
1821,1.0,1179
1822,1.0,1418
1823,1.0,2693
1824,1.0,2402
1825,1.0,2519
1826,0.9072164948453608,199
1827,1.0,1337
1828,0.9166666666666666,477
1829,0.8,-144
1830,0.75,1335
1831,1.0,1161
1832,1.0,4751
1833,1.0,1364
1834,0.8938554385777516,2
1835,0.9310344827586207,269
1836,0.8947368421052632,465
1837,0.8,518
1838,1.0,1379
1839,0.0,-390
1840,1.0,1589
1841,1.0,5563
1842,1.0,4207
1843,1.0,2145
1844,1.0,4682
1845,1.0,7088
1846,1.0,1653
1847,1.0,-228
1848,0.8070931388796818,-10
1849,0.9158016147635525,66
1850,0.8648648648648649,-53
1851,0.9433962264150944,154
1852,0.9361702127659575,265
1853,0.9166666666666666,432
1854,1.0,1063
1855,0.42857142857142855,-137
1856,1.0,1303
1857,1.0,1031
1858,1.0,1802
1859,1.0,8804
1860,1.0,1306
1861,1.0,1546
1862,0.6666666666666666,884
1863,1.0,508
1864,1.0,3077
1865,0.0,-174
1866,0.75,1489
1867,1.0,657
1868,0.95,520
1869,0.5,2727
1870,1.0,6161
1871,1.0,4958
1872,1.0,954
1873,1.0,615
1874,0.7741935483870968,-78
1875,0.9305555555555556,162
1876,0.8717948717948718,344
1877,0.9411764705882353,244
1878,0.75,1198
1879,0.875,869
1880,1.0,2916
1881,0.75,1234
1882,1.0,967
1883,0.9090909090909091,689
1884,1.0,1399
1885,1.0,2395
1886,1.0,1699
1887,1.0,1593
1888,1.0,2248
1889,1.0,4688
1890,1.0,1292
1891,0.9444444444444444,525
1892,0.8888888888888888,428
1893,1.0,3373
1894,0.9444444444444444,553
1895,1.0,433
1896,0.5,1515
1897,1.0,3281
1898,0.0,1933
1899,1.0,4012
1900,1.0,1438
1901,0.7681159420289855,-34
1902,0.8827160493827161,164
1903,0.9166666666666666,503
1904,1.0,3504
1905,0.9,711
1906,1.0,931
1907,0.7142857142857143,1076
1908,0.9,605
1909,1.0,1350
1910,1.0,821
1911,0.7,-117
1912,1.0,7621
1913,1.0,1301
1914,1.0,875
1915,1.0,3172
1916,1.0,2733
1917,1.0,6095
1918,1.0,1528
1919,0.9318181818181818,176
1920,0.8636363636363636,495
1921,0.896551724137931,360
1922,1.0,2902
1923,1.0,1194
1924,0.75,986
1925,1.0,1356
1926,1.0,3222
1927,1.0,1082
1928,1.0,5378
1929,0.9304347826086956,134
1930,0.9333333333333333,245
1931,0.8888888888888888,645
1932,1.0,1344
1933,0.7647058823529411,-62
1934,0.75,536
1935,0.9795918367346939,329
1936,1.0,1369
1937,0.8666666666666667,504
1938,1.0,971
1939,0.875,732
1940,1.0,1626
1941,1.0,1859
1942,0.0,3140
1943,1.0,1611
1944,1.0,1590
1945,1.0,3363
1946,1.0,3090
1947,1.0,8506
1948,0.8076923076923077,-75
1949,0.9629629629629629,359
1950,1.0,6720
1951,0.9583333333333334,422
1952,1.0,7262
1953,1.0,634
1954,1.0,1719
1955,1.0,3358
1956,1.0,1097
1957,1.0,1027
1958,1.0,1635
1959,1.0,7347
1960,1.0,1751
1961,0.9030206677265501,76
1962,0.967741935483871,175
1963,0.9057591623036649,102
1964,0.8333333333333334,426
1965,1.0,4846
1966,1.0,1386
1967,1.0,1825
1968,0.6666666666666666,1784
1969,1.0,1204
1970,0.0,4927
1971,1.0,2683
1972,0.75,914
1973,0.748792270531401,-40
1974,1.0,565
1975,0.8,-102
1976,0.8888888888888888,606
1977,0.8,991
1978,1.0,2467
1979,1.0,6224
1980,1.0,1182
1981,1.0,1973
1982,0.9259259259259259,233
1983,0.8571428571428571,684
1984,0.8,745
1985,1.0,506
1986,1.0,827
1987,0.7142857142857143,729
1988,1.0,2320
1989,1.0,6084
1990,1.0,892
1991,1.0,3509
1992,1.0,1203
1993,1.0,2618
1994,1.0,1823
1995,1.0,5004
1996,1.0,2329
1997,0.895616036505867,4
1998,0.9116161616161617,92
1999,0.944,163
2000,0.8831168831168831,230
2001,0.9259259259259259,391
2002,1.0,898
2003,1.0,1088
2004,0.8571428571428571,549
2005,1.0,1188
2006,1.0,1408
2007,1.0,1658
2008,1.0,727
2009,1.0,1714
2010,1.0,1753
2011,1.0,5044
2012,1.0,1670
2013,1.0,2063
2014,1.0,1847
2015,0.5,-148
2016,0.9545454545454546,308
2017,0.75,-150
2018,1.0,899
2019,0.8,1221
2020,0.8181818181818182,604
2021,1.0,1095
2022,1.0,842
2023,1.0,930
2024,0.6666666666666666,1317
2025,1.0,1305
2026,1.0,2459
2027,1.0,1814
2028,1.0,810
2029,0.6666666666666666,1065
2030,1.0,8702
2031,1.0,1962
2032,1.0,5963
2033,0.0,3965
2034,0.9444444444444444,524
2035,0.8968253968253969,118
2036,0.6666666666666666,1078
2037,0.5714285714285714,-128
2038,1.0,1872
2039,0.8333333333333334,805
2040,1.0,1863
2041,1.0,3164
2042,1.0,763
2043,1.0,2739
2044,0.9001334400854016,13
2045,0.8769230769230769,272
2046,1.0,-153
2047,1.0,916
2048,1.0,687
2049,1.0,4766
2050,0.9230769230769231,568
2051,1.0,765
2052,1.0,1788
2053,1.0,1160
2054,1.0,1861
2055,1.0,3492
2056,1.0,3395
2057,0.0,1455
2058,1.0,652
2059,0.9148936170212766,305
2060,1.0,1600
2061,1.0,1272
2062,1.0,2188
2063,1.0,1479
2064,0.0,4297
2065,1.0,2655
2066,1.0,2141
2067,0.9006788138620936,36
2068,0.803921568627451,302
2069,0.9119878603945372,75
2070,0.8571428571428571,603
2071,1.0,2678
2072,1.0,722
2073,1.0,2450
2074,1.0,2035
2075,1.0,1971
2076,1.0,2200
2077,1.0,1667
2078,1.0,2252
2079,1.0,984
2080,1.0,2034
2081,1.0,1557
2082,1.0,2554
2083,0.8180379746835443,-23
2084,0.9219858156028369,172
2085,0.8,1053
2086,1.0,7007
2087,1.0,613
2088,0.0,-171
2089,0.9136029411764706,78
2090,0.9230769230769231,408
2091,1.0,-142
2092,0.9411764705882353,314
2093,1.0,1462
2094,1.0,1370
2095,1.0,1173
2096,1.0,-236
2097,1.0,2046
2098,1.0,924
2099,0.8,1275
2100,1.0,10050
2101,1.0,973
2102,1.0,1101
2103,1.0,2262
2104,0.8571428571428571,579
2105,0.8695652173913043,-83
2106,1.0,2541
2107,0.0,-283
2108,1.0,5989
2109,1.0,1824
2110,1.0,1519
2111,1.0,2385
2112,0.75,780
2113,0.6666666666666666,-223
2114,1.0,4332
2115,1.0,2897
2116,0.7670250896057348,-32
2117,1.0,672
2118,1.0,1020
2119,1.0,904
2120,1.0,1072
2121,1.0,3085
2122,1.0,955
2123,1.0,3191
2124,1.0,2093
2125,1.0,6026
2126,0.8937906908949568,18
2127,0.9244604316546763,125
2128,0.8,679
2129,0.9239130434782609,140
2130,0.8936170212765957,298
2131,1.0,1613
2132,0.8947368421052632,410
2133,1.0,1416
2134,0.6666666666666666,1015
2135,0.6666666666666666,-165
2136,0.8888888888888888,533
2137,1.0,1830
2138,0.0,2946
2139,1.0,3402
2140,1.0,2343
2141,0.8627450980392157,289
2142,1.0,6570
2143,0.5,1129
2144,1.0,1156
2145,0.875,607
2146,1.0,1499
2147,1.0,1541
2148,0.0,3260
2149,1.0,983
2150,1.0,2386
2151,1.0,1615
2152,1.0,4998
2153,1.0,2109
2154,1.0,1290
2155,0.8034188034188035,-51
2156,1.0,670
2157,0.8309859154929577,-59
2158,1.0,8262
2159,0.6666666666666666,1036
2160,1.0,1070
2161,0.6666666666666666,-126
2162,1.0,5259
2163,1.0,13724
2164,1.0,-248
2165,0.9137254901960784,69
2166,1.0,1791
2167,0.8888888888888888,475
2168,1.0,1628
2169,1.0,913
2170,1.0,2258
2171,1.0,1148
2172,1.0,-292
2173,0.5,-157
2174,1.0,4014
2175,1.0,1750
2176,1.0,1646
2177,1.0,3912
2178,1.0,1575
2179,1.0,1086
2180,1.0,4081
2181,0.8980663495397542,14
2182,1.0,681
2183,0.9743589743589743,374
2184,1.0,860
2185,1.0,1162
2186,1.0,3422
2187,1.0,2500
2188,0.75,1318
2189,1.0,1123
2190,1.0,7006
2191,1.0,1014
2192,0.3333333333333333,1705
2193,0.8,733
2194,1.0,935
2195,0.8571428571428571,594
2196,1.0,-196
2197,1.0,1649
2198,0.0,1509
2199,1.0,1554
2200,1.0,3527
2201,0.5,1865
2202,1.0,2867
2203,1.0,12313
2204,0.0,1359
2205,1.0,2081
2206,1.0,2166
2207,0.8409090909090909,286
2208,0.9347826086956522,216
2209,0.8181818181818182,598
2210,1.0,864
2211,1.0,1304
2212,1.0,6245
2213,1.0,1573
2214,1.0,1311
2215,1.0,840
2216,1.0,767
2217,1.0,1109
2218,1.0,5538
2219,1.0,1170
2220,1.0,2074
2221,1.0,3529
2222,0.0,3768
2223,1.0,1197
2224,1.0,6020
2225,1.0,5399
2226,1.0,583
2227,1.0,1223
2228,1.0,1974
2229,1.0,782
2230,1.0,791
2231,1.0,5123
2232,1.0,999
2233,1.0,1735
2234,1.0,3565
2235,0.0,3826
2236,0.9111111111111111,173
2237,0.8796296296296297,194
2238,0.900523560209424,137
2239,0.8333333333333334,505
2240,0.8571428571428571,601
2241,1.0,626
2242,1.0,2521
2243,0.0,-226
2244,1.0,692
2245,1.0,2811
2246,1.0,1563
2247,0.5,1917
2248,1.0,2150
2249,1.0,3297
2250,1.0,5153
2251,1.0,1922
2252,0.0,3088
2253,1.0,5855
2254,1.0,5060
2255,1.0,2233
2256,1.0,5633
2257,1.0,-152
2258,0.9077651272866829,21
2259,0.9090909090909091,238
2260,0.9276595744680851,135
2261,1.0,881
2262,0.9444444444444444,547
2263,0.8888888888888888,809
2264,1.0,877
2265,0.8,-130
2266,1.0,2793
2267,1.0,2599
2268,1.0,4360
2269,1.0,2907
2270,1.0,2311
2271,1.0,1177
2272,0.8333333333333334,1298
2273,0.7142857142857143,-85
2274,0.8,1226
2275,1.0,-120
2276,1.0,1946
2277,1.0,1216
2278,1.0,701
2279,1.0,2292
2280,1.0,2127
2281,1.0,2249
2282,1.0,7085
2283,1.0,1767
2284,0.8942398489140698,59
2285,0.9218106995884774,122
2286,0.9012875536480687,129
2287,0.8,372
2288,0.85,542
2289,1.0,-307
2290,1.0,2125
2291,1.0,620
2292,1.0,1470
2293,1.0,1413
2294,1.0,2799
2295,0.8857142857142857,335
2296,1.0,1093
2297,0.9375,651
2298,0.25,-125
2299,1.0,960
2300,1.0,1352
2301,0.8571428571428571,759
2302,1.0,1401
2303,1.0,1333
2304,1.0,1981
2305,1.0,1941
2306,1.0,2948
2307,1.0,2132
2308,1.0,1169
2309,1.0,2901
2310,1.0,3340
2311,0.9090909090909091,310
2312,1.0,1996
2313,0.9821428571428571,313
2314,0.8666666666666667,493
2315,1.0,868
2316,0.9615384615384616,393
2317,1.0,2528
2318,1.0,2847
2319,1.0,-155
2320,1.0,1686
2321,1.0,1030
2322,0.9,627
2323,0.6666666666666666,985
2324,1.0,10334
2325,1.0,4078
2326,1.0,3356
2327,1.0,1385
2328,1.0,4317
2329,0.804,-22
2330,0.8986434782608695,15
2331,0.9202127659574468,81
2332,1.0,9587
2333,0.8759124087591241,165
2334,0.9295774647887324,223
2335,0.9545454545454546,315
2336,0.8,878
2337,1.0,1701
2338,1.0,1621
2339,1.0,1320
2340,1.0,2053
2341,1.0,1796
2342,1.0,2483
2343,1.0,1605
2344,0.0,-175
2345,1.0,7330
2346,1.0,-231
2347,1.0,4569
2348,1.0,1579
2349,0.9306930693069307,180
2350,0.9361702127659575,195
2351,0.95,438
2352,0.9629629629629629,436
2353,1.0,1992
2354,1.0,1457
2355,0.8888888888888888,811
2356,0.8461538461538461,648
2357,0.0,2638
2358,1.0,1417
2359,1.0,1749
2360,0.9077112387202625,38
2361,0.9161676646706587,82
2362,0.9393939393939394,350
2363,1.0,523
2364,0.5555555555555556,695
2365,1.0,1871
2366,1.0,1396
2367,1.0,609
2368,0.8823529411764706,472
2369,0.0,-211
2370,0.6666666666666666,1220
2371,0.3333333333333333,-129
2372,1.0,2108
2373,1.0,1780
2374,1.0,4338
2375,1.0,1500
2376,1.0,2135
2377,0.9285714285714286,97
2378,0.9095238095238095,133
2379,0.9545454545454546,351
2380,0.7446808510638298,-69
2381,0.8125,470
2382,1.0,980
2383,1.0,4679
2384,0.5,723
2385,1.0,1630
2386,1.0,663
2387,1.0,7588
2388,1.0,2597
2389,0.9098966026587888,30
2390,0.8974763406940063,73
2391,0.9082969432314411,42
2392,0.9265536723163842,151
2393,0.5,582
2394,0.8012422360248447,-43
2395,0.875,895
2396,1.0,1746
2397,1.0,401
2398,1.0,708
2399,1.0,1180
2400,1.0,8885
2401,0.8,1028
2402,0.0,-132
2403,1.0,2189
2404,1.0,2307
2405,1.0,2751
2406,1.0,3568
2407,1.0,2161
2408,0.9090909090909091,457
2409,1.0,1276
2410,0.9067245119305857,90
2411,0.8768115942028986,159
2412,0.8518518518518519,256
2413,1.0,690
2414,1.0,2381
2415,1.0,851
2416,1.0,709
2417,1.0,3450
2418,1.0,3490
2419,1.0,4041
2420,1.0,3071
2421,1.0,2721
2422,1.0,1852
2423,1.0,3107
2424,0.8846153846153846,445
2425,0.8043478260869565,-64
2426,1.0,425
2427,0.75,1104
2428,0.9210526315789473,312
2429,0.6,1029
2430,0.9166666666666666,685
2431,0.967741935483871,338
2432,1.0,643
2433,1.0,771
2434,0.0,7229
2435,1.0,680
2436,1.0,1377
2437,1.0,2073
2438,0.0,2008
2439,1.0,3192
2440,1.0,4149
2441,0.8536585365853658,297
2442,1.0,674
2443,1.0,1763
2444,1.0,3055
2445,1.0,1043
2446,0.75,-143
2447,1.0,764
2448,1.0,1848
2449,1.0,1421
2450,0.8181818181818182,597
2451,1.0,812
2452,1.0,4793
2453,1.0,5864
2454,1.0,1965
2455,1.0,2274
2456,0.9096753959542104,23
2457,0.9392857142857143,117
2458,0.9361702127659575,291
2459,1.0,1019
2460,1.0,783
2461,0.0,2713
2462,1.0,7459
2463,1.0,1229
2464,1.0,4180
2465,0.915057915057915,121
2466,0.875,824
2467,1.0,1176
2468,1.0,1828
2469,1.0,4757
2470,0.5,1285
2471,1.0,3583
2472,1.0,2465
2473,1.0,-219
2474,0.82456608811749,-9
2475,0.7922077922077922,-42
2476,0.9065363469761759,46
2477,0.75,-56
2478,0.9454545454545454,284
2479,1.0,1414
2480,0.9876543209876543,217
2481,0.9375,409
2482,1.0,7716
2483,0.9629629629629629,358
2484,1.0,494
2485,1.0,4097
2486,0.8,1008
2487,1.0,987
2488,1.0,1660
2489,1.0,2614
2490,1.0,1841
2491,1.0,4658
2492,1.0,6582
2493,1.0,11575
2494,1.0,2561
2495,0.9009009009009009,20
2496,0.9167785234899329,70
2497,0.7941176470588235,-74
2498,1.0,479
2499,1.0,1874
2500,1.0,-225
2501,1.0,1759
2502,0.6666666666666666,1525
2503,0.5,1680
2504,1.0,1383
2505,1.0,2028
2506,1.0,848
2507,0.5,1422
2508,1.0,1215
2509,1.0,-322
2510,1.0,4673
2511,1.0,2363
2512,1.0,5522
2513,1.0,781
2514,0.8888888888888888,300
2515,1.0,-92
2516,0.875,616
2517,1.0,1168
2518,0.8333333333333334,1004
2519,1.0,1178
2520,1.0,1901
2521,1.0,2716
2522,0.6666666666666666,1133
2523,1.0,1365
2524,1.0,3065
2525,1.0,2407
2526,1.0,1993
2527,1.0,2645
2528,0.8097028958254983,-11
2529,0.9102564102564102,99
2530,0.75,976
2531,0.9166666666666666,617
2532,1.0,510
2533,1.0,1989
2534,1.0,799
2535,1.0,444
2536,1.0,676
2537,1.0,4046
2538,1.0,937
2539,1.0,630
2540,0.5,1792
2541,1.0,3404
2542,1.0,1713
2543,0.0,1181
2544,1.0,2065
2545,1.0,2284
2546,1.0,1674
2547,0.9390243902439024,231
2548,0.9375,387
2549,1.0,1140
2550,1.0,5209
2551,1.0,1349
2552,1.0,885
2553,1.0,4843
2554,0.8,-93
2555,1.0,2594
2556,1.0,3244
2557,1.0,2631
2558,1.0,4398
2559,1.0,9189
2560,1.0,3842
2561,0.9046653144016227,86
2562,0.8277404921700223,-20
2563,0.9139784946236559,109
2564,0.0,-179
2565,0.6666666666666666,1313
2566,0.85,483
2567,0.9166666666666666,640
2568,0.7894736842105263,-89
2569,0.8620689655172413,354
2570,1.0,2930
2571,0.0,5839
2572,0.0,1610
2573,1.0,4054
2574,1.0,3347
2575,1.0,2651
2576,1.0,3401
2577,1.0,1637
2578,1.0,476
2579,1.0,1450
2580,0.8888888888888888,660
2581,0.8333333333333334,918
2582,1.0,3721
2583,1.0,2152
2584,1.0,1131
2585,1.0,1564
2586,1.0,4566
2587,1.0,802
2588,1.0,793
2589,1.0,862
2590,0.8,-134
2591,0.8,832
2592,1.0,3186
2593,1.0,1006
2594,0.7,-113
2595,1.0,5704
2596,1.0,770
2597,1.0,2892
2598,0.0,3443
2599,1.0,2083
2600,0.9097291875626881,60
2601,0.8571428571428571,1391
2602,1.0,2988
2603,0.946969696969697,189
2604,1.0,1904
2605,1.0,2138
2606,1.0,1026
2607,1.0,2886
2608,1.0,1270
2609,0.9166666666666666,545
2610,1.0,9727
2611,1.0,1390
2612,1.0,4687
2613,1.0,2156
2614,1.0,2032
2615,1.0,1094
2616,1.0,2345
2617,0.7903645833333334,-21
2618,1.0,5903
2619,1.0,1684
2620,1.0,578
2621,0.9807692307692307,311
2622,1.0,798
2623,0.6363636363636364,-99
2624,1.0,1195
2625,1.0,-201
2626,1.0,873
2627,0.0,-242
2628,0.7,534
2629,1.0,1249
2630,0.5,1676
2631,0.5,1411
2632,1.0,2524
2633,1.0,1293
2634,1.0,4269
2635,1.0,1351
2636,0.7732558139534884,-31
2637,1.0,569
2638,0.9015317286652079,93
2639,1.0,566
2640,1.0,721
2641,1.0,633
2642,1.0,888
2643,1.0,2774
2644,0.8571428571428571,717
2645,1.0,2408
2646,0.75,969
2647,1.0,7945
2648,1.0,3508
2649,1.0,1111
2650,1.0,3062
2651,0.899682251475261,40
2652,0.9438202247191011,204
