,Positive,comment_score
387,0.38461538461538464,555
388,0.45454545454545453,696
389,0.5,1073
390,0.2692307692307692,420
391,0.0,2667
392,0.5,1051
393,0.3333333333333333,1134
394,0.0,1089
395,0.2222222222222222,752
396,0.0,2077
397,1.0,2112
398,0.0,7271
399,0.0,1128
400,0.0,3863
401,0.2730560578661845,84
402,0.3125,378
403,0.0,5305
404,0.0,2012
405,0.0,-391
406,0.5,1233
407,0.0,2995
408,1.0,4487
409,0.0,2821
410,0.0,5891
411,0.23076923076923078,212
412,0.4,-154
413,0.42857142857142855,766
414,1.0,7689
415,0.0,3828
416,0.0,1362
417,0.0,779
418,1.0,3067
419,0.0,4128
420,0.0,970
421,0.26717557251908397,31
422,0.19230769230769232,376
423,0.0,958
424,0.0,1991
425,0.5,-108
426,0.3333333333333333,1434
427,0.0,1361
428,0.3125,516
429,0.0,1722
430,1.0,1811
431,0.1,662
432,0.0,4069
433,1.0,2894
434,0.24253731343283583,119
435,0.3333333333333333,974
436,0.3,-111
437,0.16,395
438,0.0,7842
439,0.0,5505
440,1.0,2130
441,0.25,768
442,0.0,4831
443,0.0,3731
444,0.0,2137
445,0.0,5221
446,0.2926829268292683,326
447,0.6666666666666666,-145
448,0.3076923076923077,596
449,0.3157894736842105,386
450,0.2857142857142857,450
451,0.0,1069
452,0.3,595
453,0.5,1444
454,0.0,2923
455,0.0,6637
456,0.0,894
457,0.0,1513
458,1.0,4860
459,0.4806201550387597,-50
460,0.2693156732891832,39
461,0.2949061662198391,98
462,0.2803738317757009,187
463,0.3333333333333333,1918
464,0.23529411764705882,496
465,0.0,4296
466,0.17647058823529413,561
467,0.0,1733
468,0.0,845
469,1.0,-337
470,0.0,1297
471,0.0,3974
472,0.20833333333333334,201
473,0.2857142857142857,402
474,0.15,232
475,0.3333333333333333,1252
476,0.0,2185
477,0.0,990
478,1.0,-168
479,0.0,2022
480,0.0,1141
481,0.0,1975
482,0.5555555555555556,773
483,0.0,1269
484,0.0,966
485,0.2,962
486,0.0,5757
487,0.0,1624
488,0.3333333333333333,1282
489,0.0,3246
490,0.0,1639
491,0.5,1612
492,0.21052631578947367,203
493,0.0,2527
494,0.14285714285714285,700
495,0.0,11223
496,0.0,1850
497,0.0,3114
498,0.0,2922
499,0.0,1482
500,0.0,2348
501,0.0,1891
502,0.0,3110
503,1.0,3575
504,0.27860696517412936,145
505,0.2426470588235294,116
506,0.19047619047619047,488
507,0.0,1530
508,0.0,2168
509,0.0,-158
510,0.0,2247
511,1.0,5070
512,0.0,1942
513,0.0,3183
514,0.0,6349
515,0.2642152466367713,25
516,0.3,814
517,1.0,-246
518,0.5,-98
519,0.0,1893
520,0.125,880
521,0.0,2016
522,0.25,1472
523,0.0,1757
524,0.5,-330
525,0.0,-235
526,1.0,-295
527,0.0,1312
528,1.0,1099
529,0.0,3275
530,0.0,1805
531,0.0,1452
532,0.2,1021
533,0.5,3827
534,0.0,948
535,0.0,2043
536,0.2328767123287671,157
537,0.0,1048
538,1.0,-195
539,0.0,5758
540,0.0,8436
541,0.0,1347
542,0.0,3474
543,0.0,1897
544,1.0,5940
545,0.3874680306905371,-15
546,0.2692307692307692,181
547,0.27983539094650206,124
548,0.2,1535
549,0.4,-101
550,0.16129032258064516,363
551,0.2,1323
552,0.0,1149
553,0.5,1368
554,0.23076923076923078,586
555,1.0,1592
556,0.42857142857142855,843
557,1.0,1441
558,0.0,1135
559,0.5,1712
560,0.0,2097
561,0.0,2384
562,0.0,9446
563,0.3333333333333333,1016
564,0.42105263157894735,-88
565,0.3333333333333333,686
566,0.0,1238
567,0.6363636363636364,-112
568,0.0,1935
569,0.16666666666666666,852
570,0.0,4494
571,0.0,1737
572,1.0,7070
573,0.0,2715
574,0.42105263157894735,-71
575,0.2562814070351759,95
576,0.2727272727272727,268
577,0.2638888888888889,227
578,0.4,925
579,0.3333333333333333,589
580,0.5,-149
581,0.0,1246
582,0.16666666666666666,562
583,0.16666666666666666,699
584,0.0,1553
585,0.0,2297
586,0.2,760
587,0.20588235294117646,369
588,0.0,2522
589,0.32142857142857145,413
590,0.0,820
591,0.5714285714285714,455
592,0.0,915
593,0.6666666666666666,-202
594,0.0,912
595,1.0,-227
596,0.0,1721
597,0.0,4024
598,0.0,3569
599,0.20883534136546184,71
600,0.33653846153846156,143
601,0.08333333333333333,642
602,0.22727272727272727,370
603,0.5,703
604,0.0,3545
605,0.0,790
606,0.25,621
607,0.5,1274
608,0.6666666666666666,1902
609,0.5,704
610,0.0,4651
611,0.0,1960
612,0.0,3884
613,0.0,6457
614,0.3618421052631579,-45
615,0.28865979381443296,193
616,0.22727272727272727,161
617,0.0625,443
618,0.34375,365
619,0.0,1669
620,0.0,2101
621,0.0,1191
622,0.0,3513
623,0.0,2649
624,1.0,1934
625,0.0,2869
626,0.0,5211
627,0.0,5961
628,0.0,3534
629,0.0,1429
630,0.2637089618456078,6
631,0.24932975871313673,68
632,0.34782608695652173,466
633,0.3333333333333333,713
634,0.22857142857142856,342
635,0.6,1242
636,0.3333333333333333,1012
637,0.5,2498
638,0.0,4456
639,0.0,1520
640,1.0,3217
641,0.2717842323651452,87
642,0.23520485584218512,72
643,0.27848101265822783,215
644,0.0,1608
645,0.6666666666666666,-265
646,0.0,3328
647,0.0,3580
648,0.0,2027
649,0.2857142857142857,756
650,1.0,7175
651,0.0,3510
652,0.0,1786
653,1.0,2616
654,0.2740112994350282,58
655,0.27586206896551724,320
656,0.14492753623188406,255
657,0.18032786885245902,258
658,0.0,1773
659,0.18181818181818182,665
660,0.2,-181
661,0.0,3345
662,0.5,883
663,0.0,854
664,0.3,-119
665,0.0,8725
666,0.0,4058
667,0.0,1259
668,0.0,4747
669,0.0,2207
670,1.0,1665
671,0.0,4088
672,0.0,1098
673,0.0,-133
674,0.2564102564102564,221
675,0.2467948717948718,107
676,0.09523809523809523,424
677,0.2857142857142857,271
678,0.4117647058823529,-104
679,0.2463768115942029,266
680,0.3333333333333333,1150
681,0.2222222222222222,1124
682,0.4,997
683,0.0,1769
684,1.0,6042
685,0.0,3733
686,0.0,2164
687,0.5,3094
688,0.0,3608
689,1.0,1817
690,0.4,882
691,0.0,1862
692,0.0,6066
693,0.0,3886
694,0.2612599892694773,9
695,0.5625,-96
696,0.23076923076923078,316
697,0.375,920
698,0.0,2191
699,0.26666666666666666,407
700,0.15789473684210525,554
701,0.0,1476
702,0.0,744
703,0.0,1675
704,0.375,789
705,0.2,897
706,0.0,5403
707,1.0,968
708,1.0,3174
709,0.3656462585034014,-24
710,0.2593642437740433,27
711,0.23819742489270387,63
712,0.30344827586206896,158
713,0.20833333333333334,397
714,0.0,754
715,0.22727272727272727,447
716,0.2777777777777778,389
717,0.1111111111111111,796
718,0.5555555555555556,856
719,0.0,2255
720,1.0,2281
721,0.2857142857142857,933
722,1.0,3857
723,0.0,5302
724,0.0,2172
725,0.25,1531
726,0.0,1570
727,0.5,1623
728,0.0,1693
729,0.0,5056
730,0.0,959
731,0.0,2760
732,0.262580054894785,56
733,0.27662616154395997,51
734,1.0,4671
735,1.0,2864
736,0.0,7242
737,0.0,11021
738,0.0,9392
739,0.0,-169
740,1.0,2287
741,0.0,3261
742,0.24060150375939848,178
743,0.0,4076
744,0.4,702
745,0.1875,353
746,0.0,1739
747,0.0,2444
748,0.0,7711
749,0.0,1164
750,0.0,6709
751,0.2972972972972973,234
752,0.22388059701492538,239
753,0.23684210526315788,341
754,0.4166666666666667,610
755,1.0,1437
756,0.1111111111111111,891
757,0.25,-136
758,1.0,-198
759,1.0,3502
760,1.0,3905
761,0.2978723404255319,279
762,0.3028571428571429,150
763,0.3333333333333333,574
764,0.0,1426
765,0.0,1800
766,0.2791411042944785,52
767,0.2413793103448276,346
768,0.31952662721893493,146
769,0.4166666666666667,608
770,0.0,2066
771,0.1875,546
772,0.0,10036
773,0.5,1762
774,0.0,5073
775,1.0,-290
776,0.2857142857142857,1307
777,0.2857142857142857,694
778,0.0,1263
779,0.0,3961
780,0.0,1328
781,0.0,2219
782,0.0,3838
783,0.0,1849
784,0.0,2714
785,0.0,577
786,0.0,861
787,0.16666666666666666,446
788,0.47058823529411764,-77
789,0.4748201438848921,-47
790,0.3076923076923077,585
791,0.3333333333333333,459
792,0.3333333333333333,1046
793,0.0,1103
794,0.0,6889
795,0.0,4316
796,0.0,3387
797,0.0,4716
798,0.5,1236
799,0.0,1253
800,0.0,2140
801,0.6,825
802,0.21008403361344538,174
803,0.25,946
804,0.3333333333333333,712
805,0.0,1641
806,0.0,2412
807,0.5,3951
808,0.2636717062634989,17
809,0.2583201267828843,79
810,0.2773722627737226,170
811,0.26744186046511625,209
812,0.4,661
813,0.5,-82
814,0.2727272727272727,-86
815,0.0,1346
816,0.0,1060
817,0.0,1453
818,0.4444444444444444,-121
819,0.0,3501
820,0.13559322033898305,253
821,0.24929178470254956,103
822,0.39908256880733944,-36
823,0.2676056338028169,236
824,0.0,1484
825,0.14285714285714285,738
826,0.0,3251
827,0.0,1116
828,0.5,675
829,0.0,989
830,0.0,2338
831,0.0,1896
832,0.5,2180
833,0.38009049773755654,-16
834,0.0,1287
835,0.5,3409
836,0.27906976744186046,276
837,0.26666666666666666,592
838,0.0,1250
839,0.0,509
840,0.0,2572
841,0.0,3756
842,0.0,1334
843,1.0,-320
844,0.0,2755
845,0.0,7706
846,0.2889908256880734,139
847,0.31343283582089554,246
848,0.0,1190
849,0.0,1196
850,0.4864864864864865,-55
851,0.0,2803
852,0.0,1781
853,0.0,1770
854,0.0,2165
855,0.0,-178
856,0.0,3548
857,0.0,1888
858,0.0,2865
859,1.0,-170
860,0.0,1999
861,0.2676056338028169,226
862,0.29411764705882354,242
863,0.25,817
864,0.2,430
865,0.3157894736842105,453
866,0.3333333333333333,726
867,0.0,1230
868,0.0,1121
869,0.0,1009
870,1.0,13134
871,0.5,977
872,0.0,3700
873,0.0,1997
874,1.0,6147
875,0.25597426470588236,41
876,0.3076923076923077,499
877,0.0,1085
878,0.3333333333333333,1114
879,0.5,1783
880,0.25,1273
881,0.25,907
882,0.5,1473
883,0.0,8170
884,0.0,1574
885,0.0,-276
886,0.0,2051
887,0.0,1689
888,0.0,3953
889,0.0,3139
890,0.0,1695
891,0.0,-162
892,0.26153846153846155,28
893,0.2732919254658385,33
894,0.2410358565737052,88
895,0.26666666666666666,257
896,0.25,248
897,0.0,-183
898,0.2222222222222222,208
899,0.3888888888888889,405
900,0.14285714285714285,519
901,0.2608695652173913,384
902,0.0,1595
903,0.0,2460
904,0.0,-164
905,0.0,3163
906,0.0,4148
907,0.0,2563
908,1.0,1673
909,0.20441988950276244,138
910,0.26373626373626374,207
911,0.23076923076923078,498
912,0.5,1321
913,0.0,866
914,0.625,637
915,0.0,671
916,1.0,2318
917,0.0,4772
918,0.0,6164
919,0.5,1576
920,0.0,3309
921,0.16666666666666666,511
922,1.0,-200
923,0.0,4914
924,0.0,2824
925,0.3469387755102041,307
926,0.3409090909090909,304
927,0.35294117647058826,235
928,0.14285714285714285,649
929,0.5,833
930,0.3181818181818182,462
931,0.125,-115
932,0.0,769
933,0.0,813
934,0.0,1206
935,0.0,3887
936,0.0,3446
937,0.0,1100
938,0.0,1948
939,0.5,865
940,0.25,114
941,0.34849863512283896,-18
942,0.2857142857142857,434
943,0.0,714
944,0.4,-123
945,0.3,678
946,0.5555555555555556,646
947,0.36363636363636365,599
948,0.4,928
949,1.0,5755
950,0.25,742
951,0.5,1425
952,0.0,1625
953,0.0,1474
954,1.0,2234
955,0.0,4218
956,0.2639152193111569,5
957,0.25,1363
958,0.0,3247
959,0.6666666666666666,900
960,0.3333333333333333,1331
961,0.0,1597
962,0.0,2383
963,0.25,1083
964,0.0,2582
965,1.0,1884
966,0.0,794
967,0.0,3498
968,0.3707102619657278,1
969,0.26666666666666666,319
970,0.2,896
971,0.0,3235
972,0.15384615384615385,539
973,0.3333333333333333,-110
974,1.0,3412
975,0.2608695652173913,404
976,0.0,2242
977,0.5,1118
978,0.4,901
979,0.0,2628
980,0.4,1071
981,1.0,-371
982,0.0,1583
983,0.0,5559
984,0.0,4722
985,0.0,1909
986,0.5,7381
987,0.25,1040
988,0.0,2876
989,0.3659531090723751,-19
990,0.22924901185770752,115
991,0.28313253012048195,153
992,0.75,1074
993,0.36363636363636365,718
994,1.0,2619
995,0.0,3984
996,0.0,2925
997,0.0,3641
998,0.0,3361
999,0.0,1562
1000,0.2420091324200913,96
1001,0.364,-27
1002,0.25675675675675674,250
1003,0.07142857142857142,377
1004,0.16666666666666666,859
1005,0.0,1132
1006,0.0,743
1007,0.5,-147
1008,0.0,929
1009,0.0,1257
1010,0.0,1609
1011,0.3333333333333333,1218
1012,0.0,2492
1013,0.0,3121
1014,0.0,1685
1015,0.0,10968
1016,0.0,3259
1017,0.0,1136
1018,0.0,2637
1019,0.0,3143
1020,0.5,1163
1021,0.5,1787
1022,0.32476241229238834,-2
1023,0.4,890
1024,0.0,2396
1025,0.2777777777777778,328
1026,0.25,1534
1027,0.3333333333333333,1126
1028,0.25,1790
1029,0.0,1446
1030,0.0,849
1031,0.0,1726
1032,0.5,1115
1033,0.0,2390
1034,0.0,2747
1035,0.0,1130
1036,0.25,185
1037,0.25806451612903225,375
1038,0.21052631578947367,349
1039,0.16666666666666666,632
1040,0.5,1054
1041,0.5,2699
1042,0.0,2366
1043,0.0,3130
1044,0.5,-146
1045,0.0,3060
1046,1.0,-173
1047,1.0,2228
1048,0.21468926553672316,104
1049,0.3181818181818182,368
1050,0.6666666666666666,834
1051,0.4166666666666667,623
1052,0.25316455696202533,219
1053,0.0,944
1054,0.0,978
1055,0.17647058823529413,515
1056,0.0,3234
1057,0.0,1075
1058,0.5,1388
1059,0.0,2296
1060,1.0,1894
1061,0.0,1232
1062,0.3333333333333333,1436
1063,0.5,1151
1064,1.0,11390
1065,0.2054794520547945,214
1066,0.4117647058823529,461
1067,0.3333333333333333,449
1068,0.0,1478
1069,0.0,719
1070,0.0,7053
1071,0.0,1493
1072,0.25,538
1073,0.25,1024
1074,0.5,2231
1075,0.0,3769
1076,0.0,5093
1077,0.0,-151
1078,0.0,2855
1079,0.0,5472
1080,0.2465753424657534,252
1081,0.19230769230769232,419
1082,0.2,816
1083,0.18181818181818182,556
1084,0.0,1696
1085,0.0,818
1086,0.2727272727272727,593
1087,0.4,874
1088,0.0,6154
1089,0.0,1266
1090,0.0,1647
1091,0.0,3449
1092,0.0,1208
1093,0.0,-163
1094,0.5,2382
1095,0.0,1475
1096,0.0,4667
1097,0.0,1373
1098,0.0,11711
1099,0.5555555555555556,-97
1100,0.26360342667524467,10
1101,0.21428571428571427,120
1102,0.5,1433
1103,0.2777777777777778,500
1104,0.16666666666666666,748
1105,0.5,945
1106,0.0,1037
1107,0.35,423
1108,0.0625,485
1109,0.0,3019
1110,0.5,836
1111,0.125,806
1112,0.0,1278
1113,0.0,1087
1114,1.0,3936
1115,0.0,6450
1116,0.27213822894168466,89
1117,0.0,3349
1118,0.0,5072
1119,0.17647058823529413,550
1120,0.3076923076923077,521
1121,0.0,1706
1122,0.6666666666666666,-131
1123,0.0,4262
1124,0.0,2830
1125,0.0,1666
1126,1.0,2831
1127,0.4444444444444444,361
1128,0.0,2357
1129,0.0,1045
1130,0.25,644
1131,0.3225806451612903,364
1132,0.15384615384615385,501
1133,0.13636363636363635,537
1134,0.23809523809523808,452
1135,0.0,1487
1136,0.0,2646
1137,0.0,1779
1138,0.3333333333333333,1588
1139,0.0,2662
1140,1.0,870
1141,0.6666666666666666,-140
1142,0.09375,356
1143,0.18181818181818182,490
1144,0.0,3567
1145,0.19047619047619047,403
1146,0.2,871
1147,0.0,5309
1148,0.5,1822
1149,0.0,3784
1150,0.5,975
1151,0.2727272727272727,741
1152,0.2,1000
1153,0.5,1517
1154,0.0,2010
1155,0.0,1066
1156,0.4,784
1157,0.0,2286
1158,0.0,923
1159,0.0,2840
1160,1.0,2036
1161,0.0,1381
1162,0.0,1944
1163,0.2912621359223301,128
1164,0.2755102040816326,197
1165,0.3125,497
1166,0.125,464
1167,0.4,1239
1168,0.2,697
1169,0.0,-177
1170,0.0,2670
1171,1.0,2663
1172,0.5,3493
1173,1.0,4356
1174,0.0,1322
1175,0.0,1926
1176,0.4,838
1177,0.0,6747
1178,0.0,1512
1179,0.0,4029
1180,0.0,2970
1181,0.5,911
1182,0.0,1744
1183,0.5,1112
1184,0.0,1808
1185,0.24236641221374045,85
1186,0.2658959537572254,106
1187,0.30407523510971785,111
1188,0.2553191489361702,332
1189,0.0,867
1190,0.16666666666666666,575
1191,0.0,8362
1192,0.18181818181818182,735
1193,0.25,815
1194,0.0,1947
1195,1.0,1310
1196,0.0,2222
1197,1.0,2625
1198,1.0,2808
1199,1.0,1556
1200,0.6666666666666666,1228
1201,1.0,2367
1202,0.0,3729
1203,0.0,2805
1204,0.0,1456
1205,0.39408866995073893,-28
1206,0.07692307692307693,411
1207,0.3333333333333333,-84
1208,0.3076923076923077,301
1209,0.8,-124
1210,0.4,548
1211,0.0,4966
1212,0.0,1809
1213,0.0,5886
1214,0.3333333333333333,903
1215,0.0,1804
1216,0.319672131147541,177
1217,0.0,1231
1218,0.0,1734
1219,0.0,5807
1220,0.0,2484
1221,0.0,2789
1222,0.0,1643
1223,0.0,1435
1224,0.3719563392107473,-17
1225,0.0,2090
1226,0.0,2006
1227,0.2727272727272727,460
1228,0.3448275862068966,-81
1229,0.0,950
1230,0.5,797
1231,0.0,1764
1232,0.0,1832
1233,0.0,1879
1234,0.0,3421
1235,0.0,2298
1236,0.0,3152
1237,0.0,3428
1238,0.0,9118
1239,1.0,3070
1240,0.0,4956
1241,1.0,1558
1242,0.0,6841
1243,0.24427480916030533,179
1244,0.0,1237
1245,0.11764705882352941,448
1246,0.0,2253
1247,0.25,563
1248,0.2857142857142857,557
1249,0.48905109489051096,-46
1250,0.2777777777777778,306
1251,0.2,659
1252,0.0,1023
1253,0.23076923076923078,441
1254,0.0,1424
1255,0.0,5840
1256,1.0,-160
1257,1.0,4249
1258,0.0,7468
1259,0.0,1251
1260,0.5,1651
1261,1.0,7296
1262,0.0,2163
1263,0.0,5146
1264,0.26272189349112424,67
1265,0.24635761589403973,48
1266,0.2602739726027397,224
1267,0.25,673
1268,0.26666666666666666,517
1269,0.0,953
1270,1.0,1920
1271,0.2857142857142857,755
1272,0.0,3115
1273,0.0,2315
1274,0.0,2256
1275,0.25,168
1276,0.2537313432835821,254
1277,0.18181818181818182,142
1278,0.75,749
1279,0.23404255319148937,324
1280,0.42105263157894735,481
1281,1.0,2205
1282,0.16666666666666666,761
1283,0.3333333333333333,1187
1284,0.25,927
1285,1.0,1295
1286,0.5,1400
1287,0.0,7288
1288,0.5,2559
1289,1.0,1314
1290,0.0,5679
1291,0.2777777777777778,247
1292,0.2558746736292428,100
1293,0.0,2912
1294,0.0,1617
1295,0.38095238095238093,467
1296,0.0,2608
1297,0.3333333333333333,992
1298,0.2,528
1299,0.0,2503
1300,0.0,2664
1301,0.14285714285714285,581
1302,0.2602739726027397,131
1303,0.2430167597765363,105
1304,0.2,850
1305,0.3409090909090909,318
1306,0.0,2676
1307,0.0,7678
1308,0.0,1970
1309,1.0,-180
1310,0.6,1412
1311,0.5,1013
1312,0.0,-269
1313,0.5,1172
1314,0.0,4531
1315,0.0,5286
1316,0.0,4089
1317,0.25806451612903225,451
1318,0.4,654
1319,0.2545454545454545,294
1320,0.25,800
1321,0.3333333333333333,993
1322,0.0,-357
1323,0.3333333333333333,1406
1324,0.0,5088
1325,0.0,2410
1326,0.0,3290
1327,0.0,3237
1328,0.0,1765
1329,0.2689075630252101,108
1330,0.2,333
1331,0.21428571428571427,218
1332,0.0,3537
1333,0.3,339
1334,0.0,1079
1335,0.3333333333333333,934
1336,0.5,1137
1337,0.0,4228
1338,0.0,3891
1339,0.0,3089
1340,0.0,1047
1341,0.0,3771
