,Positive,comment_score
1342,0.25162337662337664,44
1343,0.0,471
1344,0.2553191489361702,309
1345,0.3148936170212766,132
1346,0.0,1332
1347,0.27586206896551724,392
1348,0.2857142857142857,804
1349,0.18181818181818182,540
1350,0.42857142857142855,611
1351,0.3333333333333333,1068
1352,0.5,3006
1353,0.0,-176
1354,0.6666666666666666,947
1355,0.0,2813
1356,0.0,2768
1357,0.0,3701
1358,0.2791666666666667,127
1359,0.2536231884057971,123
1360,0.23529411764705882,345
1361,0.4444444444444444,-103
1362,0.375,746
1363,0.0,552
1364,0.23076923076923078,683
1365,0.0,951
1366,0.0,1561
1367,0.4,1007
1368,0.3,641
1369,0.0,3908
1370,0.5,1486
1371,0.0,1011
1372,0.0,1410
1373,1.0,2629
1374,0.0,1357
1375,0.32142857142857145,210
1376,0.0,1117
1377,0.21428571428571427,590
1378,0.0,1555
1379,0.0,1255
1380,0.4080717488789238,-38
1381,0.24242424242424243,205
1382,0.0,1569
1383,0.0,6467
1384,0.18181818181818182,994
1385,0.0,3459
1386,0.3333333333333333,731
1387,0.0,2195
1388,0.0,2964
1389,0.0,6011
1390,1.0,-321
1391,1.0,3524
1392,0.0,2265
1393,0.0,2778
1394,0.23529411764705882,559
1395,0.25,352
1396,0.0,2199
1397,0.16417910447761194,225
1398,0.1111111111111111,682
1399,0.2564102564102564,323
1400,0.0,1688
1401,0.0,1885
1402,0.125,981
1403,0.0,7066
1404,1.0,2013
1405,0.0,10024
1406,1.0,1678
1407,0.0,1244
1408,0.0,1663
1409,0.0,5267
1410,1.0,1308
1411,0.0,1857
1412,0.5,1577
1413,0.0,2052
1414,0.3384500745156483,-6
1415,0.3191489361702128,220
1416,0.0,3666
1417,0.23529411764705882,249
1418,0.3333333333333333,383
1419,0.0,1856
1420,0.25,762
1421,0.42857142857142855,-122
1422,0.25,795
1423,0.2,381
1424,0.0,1842
1425,0.2222222222222222,822
1426,0.3333333333333333,1084
1427,0.2727272727272727,688
1428,0.0,2061
1429,0.0,1354
1430,0.3333333333333333,819
1431,0.0,11589
1432,0.0,-199
1433,0.0,3777
1434,0.0,1959
1435,0.0,1155
1436,0.2528497409326425,61
1437,0.2857142857142857,303
1438,1.0,-222
1439,1.0,1309
1440,1.0,2732
1441,0.0,3895
1442,0.0,1812
1443,0.0,2312
1444,0.37593984962406013,-48
1445,0.36904761904761907,-57
1446,0.4,940
1447,0.1,-114
1448,0.2962962962962963,379
1449,0.3333333333333333,1005
1450,0.25,777
1451,1.0,2190
1452,1.0,3169
1453,0.2,995
1454,1.0,2335
1455,0.0,988
1456,0.0,1348
1457,0.5,3480
1458,0.3333333333333333,1207
1459,0.0,1392
1460,0.0,3726
1461,0.0,3932
1462,0.0,5930
1463,0.0,2533
1464,0.09090909090909091,580
1465,0.3125,535
1466,0.6666666666666666,1745
1467,0.0,1925
1468,0.14285714285714285,567
1469,0.0,4663
1470,0.0,6533
1471,0.0,5914
1472,1.0,1432
1473,0.0,8691
1474,0.3,213
1475,0.21428571428571427,192
1476,0.5,2224
1477,0.5,473
1478,0.39035087719298245,-39
1479,0.16666666666666666,337
1480,0.35294117647058826,440
1481,0.1,573
1482,0.3125,454
1483,0.0,1192
1484,0.42857142857142855,653
1485,0.5,921
1486,1.0,3967
1487,1.0,1880
1488,0.0,1264
1489,0.25949367088607594,156
1490,0.2,1153
1491,0.25,1107
1492,0.0,4414
1493,0.0,3041
1494,0.0,841
1495,0.3333333333333333,1524
1496,0.5,1146
1497,1.0,1122
1498,0.0,1271
1499,1.0,1691
1500,0.5116279069767442,-68
1501,0.1,636
1502,0.0,1340
1503,0.0,4723
1504,0.2916666666666667,429
1505,0.3,628
1506,0.2222222222222222,587
1507,0.0,1544
1508,0.0,2406
1509,0.4,846
1510,0.0,2183
1511,0.3231707317073171,160
1512,0.6666666666666666,1772
1513,0.24444444444444444,283
1514,0.16666666666666666,715
1515,0.0,957
1516,0.0,6372
1517,0.0,1572
1518,0.0,1631
1519,0.0,3039
1520,1.0,-208
1521,0.0,941
1522,1.0,1743
1523,1.0,1977
1524,0.0,6632
1525,0.26267927334537344,3
1526,0.25,982
1527,0.2631578947368421,435
1528,0.2,576
1529,0.0,1890
1530,0.125,979
1531,0.3333333333333333,1227
1532,0.42857142857142855,863
1533,0.0,4305
1534,0.0,1451
1535,0.0,1662
1536,0.0,-278
1537,0.28,206
1538,0.3076923076923077,382
1539,0.0,6394
1540,0.23529411764705882,482
1541,0.2777777777777778,478
1542,0.0,2685
1543,0.0,-188
1544,0.375,618
1545,0.0,12711
1546,0.0,3546
1547,0.0,1915
1548,0.0,14253
1549,0.2606404539927037,37
1550,0.27807486631016043,101
1551,0.2127659574468085,292
1552,0.2727272727272727,431
1553,1.0,-267
1554,0.3333333333333333,1090
1555,0.0,2466
1556,0.0,1465
1557,0.0,1372
1558,0.0,2004
1559,0.0,776
1560,1.0,3544
1561,1.0,11430
1562,0.0,1931
1563,0.0,3083
1564,0.34462018266874583,-8
1565,0.358659217877095,-14
1566,0.18181818181818182,-106
1567,0.2727272727272727,362
1568,0.27289719626168224,83
1569,0.0,2257
1570,0.0,4038
1571,1.0,8191
1572,0.0,1430
1573,0.3333333333333333,1265
1574,1.0,8666
1575,0.0,1580
1576,0.0,5178
1577,0.0,9732
1578,0.0,2323
1579,0.2,491
1580,0.4375,-73
1581,0.36363636363636365,-63
1582,0.40441176470588236,-44
1583,0.5,2003
1584,0.5,2251
1585,0.14285714285714285,919
1586,0.5,905
1587,0.0,7155
1588,0.0,1366
1589,1.0,1189
1590,1.0,4584
1591,0.2620397917441428,12
1592,0.0,1044
1593,0.3783783783783784,-33
1594,0.29896907216494845,200
1595,0.3,355
1596,0.3157894736842105,295
1597,0.2,952
1598,0.36363636363636365,655
1599,0.0,6314
1600,0.0,1466
1601,0.0,2306
1602,1.0,1803
1603,1.0,4759
1604,0.0,2102
1605,0.0,3270
1606,0.0,2571
1607,0.3333333333333333,826
1608,0.2727272727272727,288
1609,0.2934131736526946,141
1610,0.42857142857142855,543
1611,0.0,1672
1612,0.5,1201
1613,0.0,2352
1614,0.2,855
1615,1.0,2087
1616,1.0,879
1617,0.0,942
1618,1.0,4048
1619,0.25234441602728047,55
1620,0.25,943
1621,0.2,373
1622,1.0,3268
1623,0.3333333333333333,544
1624,0.0,922
1625,0.5,614
1626,0.0,1056
1627,0.0,2328
1628,0.0,1464
1629,1.0,5853
1630,0.0,1912
1631,0.0,1397
1632,0.0,2142
1633,1.0,3003
1634,0.0,2788
1635,0.5714285714285714,-72
1636,0.24444444444444444,74
1637,0.1956521739130435,322
1638,0.21052631578947367,280
1639,0.5,996
1640,0.4,872
1641,0.3333333333333333,390
1642,0.2,893
1643,0.35714285714285715,664
1644,0.3333333333333333,1378
1645,0.3333333333333333,-156
1646,0.25,492
1647,0.0,2045
1648,0.0,1387
1649,0.0,1102
1650,0.0,6159
1651,0.0,1289
1652,0.0,2911
1653,1.0,3862
1654,0.0,2515
1655,0.26546073335042775,8
1656,0.2348643006263048,62
1657,0.2564102564102564,334
1658,0.125,658
1659,0.22807017543859648,182
1660,0.11764705882352941,512
1661,0.125,668
1662,0.0,1062
1663,0.5,1506
1664,0.0,1143
1665,0.0,2532
1666,0.0,3184
1667,0.0,1585
1668,0.0,1853
1669,1.0,2640
1670,0.0,1261
1671,0.0,2990
1672,0.3333333333333333,2682
1673,0.0,1664
1674,0.0,1225
1675,0.0,2539
1676,0.3333333333333333,1120
1677,0.3333333333333333,1058
1678,0.3333333333333333,1798
1679,0.0,1355
1680,0.0,15178
1681,1.0,2510
1682,0.0,1910
1683,0.25252525252525254,186
1684,0.6,910
1685,0.25,1113
1686,0.6666666666666666,-187
1687,0.0,1707
1688,0.0,1096
1689,0.0,1327
1690,0.0,7306
1691,0.5,1398
1692,0.0,1758
1693,0.4222222222222222,-70
1694,0.21951219512195122,331
1695,0.2,1186
1696,0.0,1655
1697,0.14285714285714285,772
1698,0.0,1468
1699,0.3333333333333333,710
1700,0.5,1522
1701,0.0,1619
1702,0.0,-212
1703,0.0,3411
1704,0.5,3027
1705,0.3333333333333333,1166
1706,0.0,1818
1707,0.0,11233
1708,0.0,3611
1709,0.0,2829
1710,0.0,1903
1711,0.0,1982
1712,0.26277372262773724,171
1713,0.39183673469387753,-37
1714,0.16666666666666666,747
1715,0.4,906
1716,0.2,631
1717,0.0,5437
1718,0.08333333333333333,480
1719,0.0,1510
1720,0.5,2054
1721,0.0,2461
1722,1.0,1518
1723,0.14285714285714285,792
1724,0.0,1491
1725,0.5,2025
1726,0.26892614481566357,11
1727,0.24324324324324326,290
1728,0.23255813953488372,49
1729,0.2,803
1730,0.6666666666666666,2044
1731,0.5,1091
1732,0.11764705882352941,514
1733,0.0,4813
1734,0.3333333333333333,437
1735,0.0,1341
1736,0.0,2730
1737,0.2857142857142857,591
1738,0.25,716
1739,0.0,2389
1740,0.0,1291
1741,0.0,775
1742,0.0,1423
1743,1.0,3837
1744,0.0,2133
1745,0.0,4330
1746,1.0,4002
1747,0.0,4604
1748,0.0,1703
1749,0.0,13265
1750,0.0,15646
1751,0.271881461061337,35
1752,0.5,1248
1753,0.0,1125
1754,0.375,639
1755,0.375,560
1756,0.0,1080
1757,0.0,1801
1758,0.0,1725
1759,0.0,4704
1760,0.0,2194
1761,0.5,1496
1762,0.32,371
1763,0.43023255813953487,-54
1764,0.0,1209
1765,0.2727272727272727,1138
1766,0.3,507
1767,0.5,1034
1768,0.0,1393
1769,0.0,2011
1770,0.0,1339
1771,0.0,2931
1772,0.5,1035
1773,0.0,2505
1774,0.3518599562363239,-12
1775,0.28846153846153844,166
1776,0.16666666666666666,260
1777,0.0,2029
1778,0.22727272727272727,468
1779,0.2,1001
1780,0.25,740
1781,0.2,1018
1782,0.0,1648
1783,1.0,2058
1784,0.3333333333333333,2179
1785,0.0,2089
1786,0.5,801
1787,0.6666666666666666,753
1788,0.0,1167
1789,0.5,2792
1790,0.0,6438
1791,0.0,4203
1792,0.1,778
1793,0.22540250447227192,80
1794,0.45454545454545453,774
1795,0.14285714285714285,622
1796,0.0,6884
1797,0.2727272727272727,-105
1798,0.75,807
1799,1.0,1490
1800,0.0,10312
1801,0.5,1402
1802,0.0,3674
1803,0.0,1448
1804,1.0,2254
1805,1.0,3097
1806,0.3344979771974991,-4
1807,0.3333333333333333,327
1808,0.38095238095238093,-87
1809,0.22857142857142856,380
1810,0.3333333333333333,400
1811,1.0,1171
1812,0.0,2380
1813,0.2972972972972973,321
1814,0.25,829
1815,0.625,886
1816,0.0,3160
1817,0.25,785
1818,0.5,-260
1819,0.25,750
1820,0.0,5047
1821,0.0,1179
1822,0.5,1418
1823,1.0,2693
1824,1.0,2402
1825,1.0,2519
1826,0.24742268041237114,199
1827,0.0,1337
1828,0.3333333333333333,477
1829,0.2,-144
1830,0.25,1335
1831,0.5,1161
1832,0.0,4751
1833,0.0,1364
1834,0.26737921503962186,2
1835,0.29310344827586204,269
1836,0.42105263157894735,465
1837,0.3,518
1838,0.0,1379
1839,0.0,-390
1840,0.3333333333333333,1589
1841,0.0,5563
1842,0.0,4207
1843,0.5,2145
1844,0.0,4682
1845,0.0,7088
1846,0.0,1653
1847,1.0,-228
1848,0.3417301955585018,-10
1849,0.24452133794694347,66
1850,0.3783783783783784,-53
1851,0.24528301886792453,154
1852,0.14893617021276595,265
1853,0.16666666666666666,432
1854,0.3333333333333333,1063
1855,0.5714285714285714,-137
1856,0.0,1303
1857,0.0,1031
1858,0.0,1802
1859,1.0,8804
1860,0.25,1306
1861,0.0,1546
1862,0.3333333333333333,884
1863,0.3157894736842105,508
1864,0.0,3077
1865,1.0,-174
1866,0.25,1489
1867,0.4,657
1868,0.1,520
1869,1.0,2727
1870,0.0,6161
1871,0.0,4958
1872,0.3333333333333333,954
1873,0.2857142857142857,615
1874,0.3548387096774194,-78
1875,0.2777777777777778,162
1876,0.358974358974359,344
1877,0.19117647058823528,244
1878,0.25,1198
1879,0.5,869
1880,0.0,2916
1881,0.25,1234
1882,0.3333333333333333,967
1883,0.2727272727272727,689
1884,0.0,1399
1885,0.0,2395
1886,0.5,1699
1887,1.0,1593
1888,1.0,2248
1889,1.0,4688
1890,0.0,1292
1891,0.3888888888888889,525
1892,0.48148148148148145,428
1893,0.0,3373
1894,0.2222222222222222,553
1895,0.34782608695652173,433
1896,1.0,1515
1897,1.0,3281
1898,1.0,1933
1899,0.0,4012
1900,0.0,1438
1901,0.37681159420289856,-34
1902,0.29012345679012347,164
1903,0.16666666666666666,503
1904,0.0,3504
1905,0.4,711
1906,0.5,931
1907,0.14285714285714285,1076
1908,0.4,605
1909,1.0,1350
1910,0.14285714285714285,821
1911,0.6,-117
1912,1.0,7621
1913,0.0,1301
1914,0.5,875
1915,0.0,3172
1916,0.0,2733
1917,0.0,6095
1918,1.0,1528
1919,0.2196969696969697,176
1920,0.3181818181818182,495
1921,0.20689655172413793,360
1922,0.0,2902
1923,0.0,1194
1924,0.0,986
1925,0.5,1356
1926,0.0,3222
1927,0.0,1082
1928,0.0,5378
1929,0.22608695652173913,134
1930,0.24,245
1931,0.1111111111111111,645
1932,0.0,1344
1933,0.4117647058823529,-62
1934,0.16666666666666666,536
1935,0.2653061224489796,329
1936,0.5,1369
1937,0.06666666666666667,504
1938,0.25,971
1939,0.25,732
1940,0.0,1626
1941,1.0,1859
1942,0.0,3140
1943,0.0,1611
1944,0.0,1590
1945,0.0,3363
1946,0.0,3090
1947,0.0,8506
1948,0.4230769230769231,-75
1949,0.3333333333333333,359
1950,1.0,6720
1951,0.25,422
1952,0.0,7262
1953,0.36363636363636365,634
1954,0.0,1719
1955,0.0,3358
1956,0.25,1097
1957,0.5,1027
1958,0.0,1635
1959,0.0,7347
1960,0.0,1751
1961,0.2766295707472178,76
1962,0.29838709677419356,175
1963,0.2643979057591623,102
1964,0.36666666666666664,426
1965,0.0,4846
1966,0.25,1386
1967,0.0,1825
1968,0.6666666666666666,1784
1969,0.0,1204
1970,0.0,4927
1971,0.0,2683
1972,0.5,914
1973,0.36231884057971014,-40
1974,0.21428571428571427,565
1975,0.3,-102
1976,0.1111111111111111,606
1977,0.4,991
1978,0.0,2467
1979,0.0,6224
1980,0.5,1182
1981,0.0,1973
1982,0.1728395061728395,233
1983,0.2857142857142857,684
1984,0.2,745
1985,0.07142857142857142,506
1986,0.0,827
1987,0.2857142857142857,729
1988,1.0,2320
1989,0.0,6084
1990,0.0,892
1991,0.0,3509
1992,0.2,1203
1993,0.0,2618
1994,0.0,1823
1995,0.0,5004
1996,0.0,2329
1997,0.26523794002607565,4
1998,0.25252525252525254,92
1999,0.264,163
2000,0.3246753246753247,230
2001,0.2962962962962963,391
2002,0.0,898
2003,0.4,1088
2004,0.2857142857142857,549
2005,0.0,1188
2006,0.0,1408
2007,0.0,1658
2008,0.14285714285714285,727
2009,0.6666666666666666,1714
2010,0.0,1753
2011,0.0,5044
2012,1.0,1670
2013,1.0,2063
2014,0.3333333333333333,1847
2015,0.5,-148
2016,0.1590909090909091,308
2017,0.25,-150
2018,0.4,899
2019,0.2,1221
2020,0.18181818181818182,604
2021,0.25,1095
2022,0.0,842
2023,0.0,930
2024,0.3333333333333333,1317
2025,0.0,1305
2026,0.0,2459
2027,0.0,1814
2028,0.75,810
2029,0.3333333333333333,1065
2030,0.0,8702
2031,1.0,1962
2032,1.0,5963
2033,0.0,3965
2034,0.2222222222222222,524
2035,0.2896825396825397,118
2036,0.3333333333333333,1078
2037,0.2857142857142857,-128
2038,0.0,1872
2039,0.3333333333333333,805
2040,0.0,1863
2041,1.0,3164
2042,0.0,763
2043,0.0,2739
2044,0.26447824926607955,13
2045,0.2923076923076923,272
2046,0.3333333333333333,-153
2047,0.14285714285714285,916
2048,0.2857142857142857,687
2049,0.0,4766
2050,0.23076923076923078,568
2051,0.3333333333333333,765
2052,1.0,1788
2053,0.5,1160
2054,0.0,1861
2055,0.0,3492
2056,0.0,3395
2057,1.0,1455
2058,0.4444444444444444,652
2059,0.3829787234042553,305
2060,0.5,1600
2061,0.0,1272
2062,0.0,2188
2063,0.3333333333333333,1479
2064,0.0,4297
2065,1.0,2655
2066,0.0,2141
2067,0.2600928903179707,36
2068,0.27450980392156865,302
2069,0.27921092564491656,75
2070,0.5714285714285714,603
2071,0.5,2678
2072,0.36363636363636365,722
2073,0.0,2450
2074,0.0,2035
2075,0.0,1971
2076,0.0,2200
2077,1.0,1667
2078,0.0,2252
2079,0.0,984
2080,0.0,2034
2081,0.0,1557
2082,0.0,2554
2083,0.379746835443038,-23
2084,0.2624113475177305,172
2085,0.2,1053
2086,0.0,7007
2087,0.4,613
2088,1.0,-171
2089,0.24632352941176472,78
2090,0.19230769230769232,408
2091,0.0,-142
2092,0.2647058823529412,314
2093,0.3333333333333333,1462
2094,0.0,1370
2095,0.0,1173
2096,0.0,-236
2097,0.0,2046
2098,0.0,924
2099,0.0,1275
2100,0.0,10050
2101,0.0,973
2102,0.5,1101
2103,0.0,2262
2104,0.2857142857142857,579
2105,0.391304347826087,-83
2106,0.0,2541
2107,0.0,-283
2108,1.0,5989
2109,0.0,1824
2110,0.0,1519
2111,1.0,2385
2112,0.5,780
2113,0.3333333333333333,-223
2114,0.0,4332
2115,0.0,2897
2116,0.3727598566308244,-32
2117,0.4,672
2118,0.3333333333333333,1020
2119,0.0,904
2120,0.0,1072
2121,0.0,3085
2122,0.0,955
2123,0.0,3191
2124,0.0,2093
2125,0.0,6026
2126,0.26537751433291223,18
2127,0.26618705035971224,125
2128,0.5,679
2129,0.27717391304347827,140
2130,0.19148936170212766,298
2131,0.5,1613
2132,0.3684210526315789,410
2133,0.2,1416
2134,0.3333333333333333,1015
2135,1.0,-165
2136,0.1111111111111111,533
2137,0.5,1830
2138,1.0,2946
2139,0.0,3402
2140,0.0,2343
2141,0.27450980392156865,289
2142,0.0,6570
2143,0.0,1129
2144,0.0,1156
2145,0.125,607
2146,0.3333333333333333,1499
2147,0.5,1541
2148,0.0,3260
2149,0.125,983
2150,0.0,2386
2151,0.0,1615
2152,0.0,4998
2153,0.0,2109
2154,0.0,1290
2155,0.3504273504273504,-51
2156,0.3333333333333333,670
2157,0.4084507042253521,-59
2158,0.0,8262
2159,0.3333333333333333,1036
2160,0.0,1070
2161,0.6666666666666666,-126
2162,0.0,5259
2163,0.0,13724
2164,1.0,-248
2165,0.2758169934640523,69
2166,0.0,1791
2167,0.25925925925925924,475
2168,0.0,1628
2169,0.4,913
2170,1.0,2258
2171,0.6666666666666666,1148
2172,0.0,-292
2173,0.25,-157
2174,0.0,4014
2175,0.0,1750
2176,0.0,1646
2177,1.0,3912
2178,0.0,1575
2179,1.0,1086
2180,0.0,4081
2181,0.2683635015753382,14
2182,0.4,681
2183,0.1794871794871795,374
2184,0.0,860
2185,0.0,1162
2186,0.0,3422
2187,0.0,2500
2188,0.5,1318
2189,0.0,1123
2190,0.0,7006
2191,0.0,1014
2192,0.6666666666666666,1705
2193,0.2,733
2194,0.125,935
2195,0.2857142857142857,594
2196,0.0,-196
2197,1.0,1649
2198,0.0,1509
2199,1.0,1554
2200,0.0,3527
2201,0.0,1865
2202,0.0,2867
2203,0.0,12313
2204,0.0,1359
2205,0.0,2081
2206,0.0,2166
2207,0.2727272727272727,286
2208,0.25,216
2209,0.2727272727272727,598
2210,0.5,864
2211,0.5,1304
2212,0.0,6245
2213,0.0,1573
2214,0.25,1311
2215,0.25,840
2216,0.2,767
2217,0.0,1109
2218,0.0,5538
2219,0.0,1170
2220,0.0,2074
2221,1.0,3529
2222,1.0,3768
2223,0.0,1197
2224,0.0,6020
2225,0.0,5399
2226,0.3076923076923077,583
2227,0.0,1223
2228,0.5,1974
2229,0.16666666666666666,782
2230,1.0,791
2231,0.0,5123
2232,1.0,999
2233,1.0,1735
2234,1.0,3565
2235,0.0,3826
2236,0.2518518518518518,173
2237,0.28703703703703703,194
2238,0.27225130890052357,137
2239,0.2222222222222222,505
2240,0.2857142857142857,601
2241,0.25,626
2242,0.0,2521
2243,0.5,-226
2244,0.16666666666666666,692
2245,0.0,2811
2246,0.0,1563
2247,1.0,1917
2248,0.0,2150
2249,0.0,3297
2250,0.0,5153
2251,0.0,1922
2252,0.0,3088
2253,0.0,5855
2254,1.0,5060
2255,0.0,2233
2256,0.0,5633
2257,1.0,-152
2258,0.2582832288601765,21
2259,0.21212121212121213,238
2260,0.20851063829787234,135
2261,0.6666666666666666,881
2262,0.4444444444444444,547
2263,0.4444444444444444,809
2264,0.2,877
2265,0.2,-130
2266,0.0,2793
2267,0.0,2599
2268,1.0,4360
2269,0.0,2907
2270,1.0,2311
2271,1.0,1177
2272,0.16666666666666666,1298
2273,0.4642857142857143,-85
2274,0.2,1226
2275,0.5,-120
2276,0.0,1946
2277,0.0,1216
2278,0.5,701
2279,1.0,2292
2280,0.0,2127
2281,0.0,2249
2282,0.0,7085
2283,0.0,1767
2284,0.26440037771482533,59
2285,0.2757201646090535,122
2286,0.22317596566523606,129
2287,0.3333333333333333,372
2288,0.2,542
2289,1.0,-307
2290,0.0,2125
2291,0.5384615384615384,620
2292,0.0,1470
2293,1.0,1413
2294,0.0,2799
2295,0.34285714285714286,335
2296,0.16666666666666666,1093
2297,0.1875,651
2298,1.0,-125
2299,0.3333333333333333,960
2300,0.0,1352
2301,0.2857142857142857,759
2302,1.0,1401
2303,0.25,1333
2304,0.0,1981
2305,0.0,1941
2306,0.0,2948
2307,0.0,2132
2308,0.5,1169
2309,0.0,2901
2310,0.0,3340
2311,0.30303030303030304,310
2312,0.5,1996
2313,0.23214285714285715,313
2314,0.2,493
2315,0.2,868
2316,0.34615384615384615,393
2317,1.0,2528
2318,0.0,2847
2319,0.5,-155
2320,0.3333333333333333,1686
2321,0.14285714285714285,1030
2322,0.2,627
2323,0.0,985
2324,0.0,10334
2325,0.5,4078
2326,1.0,3356
2327,0.5,1385
2328,0.0,4317
2329,0.36666666666666664,-22
2330,0.2603130434782609,15
2331,0.25886524822695034,81
2332,0.0,9587
2333,0.25547445255474455,165
2334,0.11267605633802817,223
2335,0.20454545454545456,315
2336,0.6,878
2337,0.5,1701
2338,0.0,1621
2339,0.6666666666666666,1320
2340,0.0,2053
2341,0.0,1796
2342,0.0,2483
2343,0.3333333333333333,1605
2344,0.0,-175
2345,0.0,7330
2346,0.0,-231
2347,0.0,4569
2348,1.0,1579
2349,0.24752475247524752,180
2350,0.19148936170212766,195
2351,0.2,438
2352,0.3333333333333333,436
2353,0.0,1992
2354,0.0,1457
2355,0.4444444444444444,811
2356,0.23076923076923078,648
2357,1.0,2638
2358,0.0,1417
2359,0.0,1749
2360,0.26579163248564397,38
2361,0.25149700598802394,82
2362,0.30303030303030304,350
2363,0.13333333333333333,523
2364,0.3333333333333333,695
2365,0.0,1871
2366,0.0,1396
2367,0.5,609
2368,0.35294117647058826,472
2369,0.0,-211
2370,1.0,1220
2371,0.3333333333333333,-129
2372,0.0,2108
2373,0.0,1780
2374,1.0,4338
2375,0.0,1500
2376,0.0,2135
2377,0.2619047619047619,97
2378,0.2523809523809524,133
2379,0.25,351
2380,0.40425531914893614,-69
2381,0.125,470
2382,0.25,980
2383,1.0,4679
2384,0.5,723
2385,0.0,1630
2386,0.3,663
2387,0.0,7588
2388,1.0,2597
2389,0.27523387493845397,30
2390,0.25709779179810727,73
2391,0.2717127607957302,42
2392,0.2598870056497175,151
2393,0.3,582
2394,0.38509316770186336,-43
2395,0.0,895
2396,0.0,1746
2397,0.17647058823529413,401
2398,0.1111111111111111,708
2399,0.0,1180
2400,0.0,8885
2401,0.4,1028
2402,0.8,-132
2403,0.0,2189
2404,0.0,2307
2405,0.0,2751
2406,1.0,3568
2407,0.0,2161
2408,0.09090909090909091,457
2409,0.0,1276
2410,0.3036876355748373,90
2411,0.34782608695652173,159
2412,0.24074074074074073,256
2413,0.5,690
2414,0.0,2381
2415,0.6,851
2416,0.125,709
2417,0.0,3450
2418,0.5,3490
2419,0.0,4041
2420,0.0,3071
2421,1.0,2721
2422,0.0,1852
2423,1.0,3107
2424,0.23076923076923078,445
2425,0.32608695652173914,-64
2426,0.3,425
2427,0.25,1104
2428,0.2631578947368421,312
2429,0.4,1029
2430,0.25,685
2431,0.3225806451612903,338
2432,0.2,643
2433,0.25,771
2434,0.0,7229
2435,0.25,680
2436,0.0,1377
2437,0.0,2073
2438,0.0,2008
2439,0.0,3192
2440,0.0,4149
2441,0.2926829268292683,297
2442,0.08333333333333333,674
2443,0.0,1763
2444,0.0,3055
2445,0.5,1043
2446,0.5,-143
2447,0.25,764
2448,1.0,1848
2449,0.3333333333333333,1421
2450,0.36363636363636365,597
2451,0.0,812
2452,0.0,4793
2453,0.0,5864
2454,1.0,1965
2455,0.0,2274
2456,0.25466520307354557,23
2457,0.2642857142857143,117
2458,0.3617021276595745,291
2459,0.5,1019
2460,0.4,783
2461,0.0,2713
2462,0.0,7459
2463,0.0,1229
2464,1.0,4180
2465,0.29343629343629346,121
2466,0.25,824
2467,0.5,1176
2468,0.0,1828
2469,0.0,4757
2470,0.5,1285
2471,0.0,3583
2472,0.0,2465
2473,1.0,-219
2474,0.34472630173564756,-9
2475,0.33766233766233766,-42
2476,0.25717776420281,46
2477,0.3684210526315789,-56
2478,0.32727272727272727,284
2479,0.3333333333333333,1414
2480,0.30864197530864196,217
2481,0.1875,409
2482,0.0,7716
2483,0.3333333333333333,358
2484,0.3333333333333333,494
2485,0.0,4097
2486,0.2,1008
2487,0.5,987
2488,0.0,1660
2489,0.0,2614
2490,0.5,1841
2491,0.0,4658
2492,0.0,6582
2493,0.0,11575
2494,1.0,2561
2495,0.25576225576225575,20
2496,0.2563758389261745,70
2497,0.4411764705882353,-74
2498,0.2777777777777778,479
2499,0.0,1874
2500,0.0,-225
2501,0.0,1759
2502,0.3333333333333333,1525
2503,0.0,1680
2504,1.0,1383
2505,0.0,2028
2506,0.14285714285714285,848
2507,0.5,1422
2508,0.0,1215
2509,1.0,-322
2510,1.0,4673
2511,1.0,2363
2512,1.0,5522
2513,0.1111111111111111,781
2514,0.2,300
2515,0.1875,-92
2516,0.125,616
2517,0.25,1168
2518,0.16666666666666666,1004
2519,0.0,1178
2520,0.0,1901
2521,0.0,2716
2522,0.6666666666666666,1133
2523,1.0,1365
2524,1.0,3065
2525,1.0,2407
2526,0.0,1993
2527,0.0,2645
2528,0.3584054155697631,-11
2529,0.24871794871794872,99
2530,0.25,976
2531,0.25,617
2532,0.3076923076923077,510
2533,0.5,1989
2534,0.25,799
2535,0.1111111111111111,444
2536,0.2222222222222222,676
2537,0.0,4046
2538,1.0,937
2539,0.5,630
2540,0.5,1792
2541,0.0,3404
2542,0.0,1713
2543,1.0,1181
2544,0.0,2065
2545,0.0,2284
2546,0.0,1674
2547,0.24390243902439024,231
2548,0.28125,387
2549,1.0,1140
2550,0.0,5209
2551,0.0,1349
2552,0.5,885
2553,0.0,4843
2554,0.4,-93
2555,0.0,2594
2556,0.0,3244
2557,0.0,2631
2558,0.0,4398
2559,1.0,9189
2560,0.0,3842
2561,0.27586206896551724,86
2562,0.32997762863534674,-20
2563,0.3046594982078853,109
2564,1.0,-179
2565,0.0,1313
2566,0.4,483
2567,0.25,640
2568,0.5789473684210527,-89
2569,0.3103448275862069,354
2570,0.0,2930
2571,1.0,5839
2572,1.0,1610
2573,1.0,4054
2574,1.0,3347
2575,0.0,2651
2576,0.0,3401
2577,0.0,1637
2578,0.13333333333333333,476
2579,0.0,1450
2580,0.2222222222222222,660
2581,0.6666666666666666,918
2582,0.0,3721
2583,0.0,2152
2584,0.3333333333333333,1131
2585,0.0,1564
2586,0.0,4566
2587,0.0,802
2588,0.0,793
2589,0.16666666666666666,862
2590,0.4,-134
2591,0.2,832
2592,0.0,3186
2593,0.2857142857142857,1006
2594,0.8,-113
