,Positive,date
188,0.3024369016536118,2017-05-07
189,0.301941049604601,2017-05-08
190,0.30337078651685395,2017-05-09
191,0.33140585471629924,2017-05-10
192,0.31116820311319326,2017-05-11
193,0.3169274037616453,2017-05-12
194,0.3177710843373494,2017-05-13
195,0.31662591687041564,2017-05-14
196,0.32279829545454547,2017-05-15
197,0.322188024622272,2017-05-16
198,0.3375052148518982,2017-05-17
199,0.3360091743119266,2017-05-18
200,0.3223474020514545,2017-05-19
201,0.32889403590040533,2017-05-20
202,0.33246678220681686,2017-05-21
203,0.32540564569904423,2017-05-22
204,0.3349088453747468,2017-05-23
205,0.3119673953316043,2017-05-24
206,0.31584544487770294,2017-05-25
207,0.32265084075173095,2017-05-26
208,0.31552587646076796,2017-05-27
209,0.32517482517482516,2017-05-28
210,0.3283817951959545,2017-05-29
211,0.3394730706458382,2017-05-30
212,0.32237648019599835,2017-05-31
213,0.3295715378729916,2017-06-01
214,0.33095840036773155,2017-06-02
215,0.3271604938271605,2017-06-03
216,0.2964329643296433,2017-06-04
217,0.33646112600536193,2017-06-05
218,0.32756539235412474,2017-06-06
219,0.2999418435591742,2017-06-07
220,0.26810889645114244,2017-06-08
221,0.3007019540884083,2017-06-09
222,0.31379080612924715,2017-06-10
223,0.3145684066871375,2017-06-11
224,0.32144578313253014,2017-06-12
225,0.2874322493224932,2017-06-13
226,0.2927043142756927,2017-06-14
227,0.31295738269479123,2017-06-15
228,0.31183329198709997,2017-06-16
229,0.2932991578176492,2017-06-17
230,0.3137485311398355,2017-06-18
231,0.29879448909299655,2017-06-19
232,0.30392737319913166,2017-06-20
233,0.3062342038753159,2017-06-21
234,0.29866494401378124,2017-06-22
235,0.3124373119358074,2017-06-23
236,0.32503113325031135,2017-06-24
237,0.2950591510090466,2017-06-25
238,0.30875386199794025,2017-06-26
239,0.3257321708025933,2017-06-27
240,0.3307622504537205,2017-06-28
241,0.3241349102058695,2017-06-29
242,0.3051739926739927,2017-06-30
243,0.3196551724137931,2017-07-01
244,0.3246641897685053,2017-07-02
245,0.33519388954171564,2017-07-03
246,0.34408979305506837,2017-07-04
247,0.3303231939163498,2017-07-05
248,0.3301282051282051,2017-07-06
249,0.33490149955895326,2017-07-07
250,0.3249211356466877,2017-07-08
251,0.31012070566388117,2017-07-09
252,0.32522343594836145,2017-07-10
253,0.3100444140758456,2017-07-11
254,0.325597115817936,2017-07-12
255,0.30009519276534985,2017-07-13
256,0.30809536285040606,2017-07-14
257,0.30819785541335176,2017-07-15
258,0.30279898218829515,2017-07-16
259,0.3182496270512183,2017-07-17
260,0.29878334113242866,2017-07-18
261,0.34786201198099564,2017-07-19
262,0.3175042589437819,2017-07-20
263,0.33168982519049756,2017-07-21
264,0.3090851334180432,2017-07-22
265,0.2959592282489989,2017-07-23
266,0.31594600777854037,2017-07-24
267,0.2927217991854082,2017-07-25
268,0.31445904954499493,2017-07-26
269,0.29041822721598004,2017-07-27
270,0.28415300546448086,2017-07-28
271,0.2981427174975562,2017-07-29
272,0.30282345640707414,2017-07-30
273,0.2789997684649224,2017-07-31
274,0.26765348216452317,2017-08-01
275,0.26800092017483323,2017-08-02
276,0.2791317593297791,2017-08-03
277,0.29423123340574464,2017-08-04
278,0.26917236142748674,2017-08-05
279,0.28680611423974256,2017-08-06
280,0.27705749718151074,2017-08-07
281,0.27433843165816946,2017-08-08
282,0.27711455422910847,2017-08-09
283,0.28530323151837095,2017-08-10
284,0.27887323943661974,2017-08-11
285,0.2689167120304845,2017-08-12
286,0.2874266768681459,2017-08-13
287,0.2838063439065108,2017-08-14
288,0.29669232962646136,2017-08-15
289,0.287080613329285,2017-08-16
290,0.28443592201981466,2017-08-17
291,0.28003820439350524,2017-08-18
292,0.28757951121526615,2017-08-19
293,0.2707317073170732,2017-08-20
294,0.2801672640382318,2017-08-21
295,0.29806786050895384,2017-08-22
296,0.28778569673138366,2017-08-23
297,0.2934068820593643,2017-08-24
298,0.277803958529689,2017-08-25
299,0.30789302022178733,2017-08-26
300,0.29791976225854383,2017-08-27
301,0.28507795100222716,2017-08-28
302,0.27987616099071205,2017-08-29
303,0.28773193021323734,2017-08-30
304,0.2692728266812466,2017-08-31
305,0.27657542966263526,2017-09-01
306,0.2679162072767365,2017-09-02
307,0.3007487520798669,2017-09-03
308,0.3059040590405904,2017-09-04
309,0.27257838090781467,2017-09-05
310,0.2648635477582846,2017-09-06
311,0.24688279301745636,2017-09-07
312,0.2574152542372881,2017-09-08
313,0.29036144578313255,2017-09-09
314,0.2647189021691014,2017-09-10
315,0.29605501266739054,2017-09-11
316,0.30716212166616724,2017-09-12
317,0.2936124530327429,2017-09-13
318,0.30891833810888253,2017-09-14
319,0.28690869086908694,2017-09-15
320,0.3176414645744175,2017-09-16
321,0.2998417721518987,2017-09-17
322,0.3039877300613497,2017-09-18
323,0.3100137174211248,2017-09-19
324,0.3056092843326886,2017-09-20
325,0.302297165200391,2017-09-21
326,0.3105998356614626,2017-09-22
327,0.3158070997990623,2017-09-23
328,0.30669686185700423,2017-09-24
329,0.2983490566037736,2017-09-25
330,0.2951240376390077,2017-09-26
331,0.30941286113699906,2017-09-27
332,0.32059389606818806,2017-09-28
333,0.30877742946708464,2017-09-29
334,0.3266464799394398,2017-09-30
335,0.32038834951456313,2017-10-01
336,0.28733860088649066,2017-10-02
337,0.2934131736526946,2017-10-03
338,0.32317708333333334,2017-10-04
339,0.31311351623458344,2017-10-05
340,0.3290378006872852,2017-10-06
341,0.32066869300911854,2017-10-07
342,0.28893203883495144,2017-10-08
343,0.3339610797237916,2017-10-09
344,0.31419868791002814,2017-10-10
345,0.32663427561837455,2017-10-11
346,0.31369426751592355,2017-10-12
347,0.32702477038686334,2017-10-13
348,0.3184257602862254,2017-10-14
349,0.3356139719121354,2017-10-15
350,0.3188568226393948,2017-10-16
351,0.321356783919598,2017-10-17
352,0.3079594017094017,2017-10-18
353,0.3065314784248998,2017-10-19
354,0.3169838945827233,2017-10-20
355,0.29669454400637196,2017-10-21
356,0.3159420289855073,2017-10-22
357,0.2990139211136891,2017-10-23
358,0.3234880450070324,2017-10-24
359,0.31683168316831684,2017-10-25
360,0.33067729083665337,2017-10-26
361,0.3152635523357482,2017-10-27
362,0.3140096618357488,2017-10-28
363,0.30434782608695654,2017-10-29
364,0.3299051904226257,2017-10-30
365,0.301517571884984,2017-10-31
366,0.30767651888341546,2017-11-01
367,0.2772914061104163,2017-11-02
368,0.2787249814677539,2017-11-03
369,0.3084194977843427,2017-11-04
370,0.29867674858223064,2017-11-05
371,0.3000925497454882,2017-11-06
372,0.29948790393784214,2017-11-07
373,0.3253309400942338,2017-11-08
374,0.3016747465843984,2017-11-09
375,0.2957286432160804,2017-11-10
376,0.32053603766751176,2017-11-11
377,0.31866870696250954,2017-11-12
378,0.305904134951656,2017-11-13
379,0.30606917554927127,2017-11-14
380,0.3068432671081678,2017-11-15
381,0.277465015280682,2017-11-16
382,0.3066236665839742,2017-11-17
383,0.312109375,2017-11-18
384,0.31046802429439085,2017-11-19
385,0.32070193285859616,2017-11-20
386,0.3353584447144593,2017-11-21
387,0.32546266751754943,2017-11-22
388,0.3359126081019572,2017-11-23
389,0.3148636763412489,2017-11-24
390,0.32395038167938933,2017-11-25
391,0.33234797297297297,2017-11-26
392,0.32149386262731783,2017-11-27
393,0.31064851881505207,2017-11-28
394,0.32590996168582376,2017-11-29
395,0.32008785942492013,2017-11-30
396,0.30669936749709564,2017-12-01
397,0.3147830350576122,2017-12-02
398,0.3113994439295644,2017-12-03
399,0.33112848266185607,2017-12-04
400,0.3172905525846702,2017-12-05
401,0.29759669545625234,2017-12-06
402,0.3047842087654734,2017-12-07
403,0.3082096933728981,2017-12-08
404,0.3023728813559322,2017-12-09
405,0.307243707796194,2017-12-10
406,0.3190241613886934,2017-12-11
407,0.3191353287285751,2017-12-12
408,0.2984997413347129,2017-12-13
409,0.3222084878450762,2017-12-14
410,0.2950857672693556,2017-12-15
411,0.30653101411224154,2017-12-16
412,0.31304069208586993,2017-12-17
413,0.30729411764705883,2017-12-18
414,0.32491877030742317,2017-12-19
415,0.3026315789473684,2017-12-20
416,0.3163777372262774,2017-12-21
417,0.3412607449856733,2017-12-22
418,0.31419939577039274,2017-12-23
419,0.3027667984189723,2017-12-24
420,0.3211159737417943,2017-12-25
421,0.35675039246467816,2017-12-26
422,0.33038749150237934,2017-12-27
423,0.3080705814289847,2017-12-28
424,0.3280285807080221,2017-12-29
425,0.3171881697385341,2017-12-30
426,0.3159891598915989,2017-12-31
427,0.34142787761049054,2018-01-01
428,0.3285024154589372,2018-01-02
429,0.33686940122583686,2018-01-03
430,0.3212081128747795,2018-01-04
431,0.3166158893836419,2018-01-05
432,0.312626603646185,2018-01-06
433,0.3125884016973126,2018-01-07
434,0.31137855579868706,2018-01-08
435,0.3067627729489082,2018-01-09
436,0.31881630374092684,2018-01-10
437,0.3225868355402034,2018-01-11
438,0.3234335385729808,2018-01-12
439,0.30730478589420657,2018-01-13
440,0.3046471600688468,2018-01-14
441,0.3105377681069319,2018-01-15
442,0.3147982062780269,2018-01-16
443,0.31686255696809784,2018-01-17
444,0.3315062486296865,2018-01-18
445,0.3083124328197779,2018-01-19
446,0.3027355623100304,2018-01-20
447,0.3034875922199866,2018-01-21
448,0.30829288879510447,2018-01-22
449,0.2996859578286227,2018-01-23
450,0.29161088799643015,2018-01-24
451,0.31311787072243347,2018-01-25
452,0.3108018555334659,2018-01-26
453,0.31458906802988595,2018-01-27
454,0.30318949343339585,2018-01-28
455,0.31250954635711015,2018-01-29
456,0.31035411337013596,2018-01-30
457,0.3072065378900446,2018-01-31
458,0.296497715901675,2018-02-01
459,0.30988326848249026,2018-02-02
460,0.30636942675159234,2018-02-03
461,0.30791681867931414,2018-02-04
462,0.34600231749710314,2018-02-05
463,0.33952370548394145,2018-02-06
464,0.3127405306866518,2018-02-07
465,0.3260822275396998,2018-02-08
466,0.31550931526736026,2018-02-09
467,0.3135593220338983,2018-02-10
468,0.32438284971849285,2018-02-11
469,0.3089611029049729,2018-02-12
470,0.3144219308700834,2018-02-13
471,0.2833370312846683,2018-02-14
472,0.2897593204341671,2018-02-15
473,0.32133053447440657,2018-02-16
474,0.29975319721785953,2018-02-17
475,0.3181379643029426,2018-02-18
476,0.2993184031158715,2018-02-19
477,0.29650735294117647,2018-02-20
478,0.2855502706248975,2018-02-21
479,0.28453549580310145,2018-02-22
480,0.29548962442119703,2018-02-23
481,0.2884874629280129,2018-02-24
482,0.28769786170508194,2018-02-25
483,0.3069013248961835,2018-02-26
484,0.30899937067337946,2018-02-27
485,0.294234592445328,2018-02-28
