,Negative,date
178,0.8939226519337017,2017-04-27
179,0.898795871559633,2017-04-28
180,0.8903170522707797,2017-04-29
181,0.8847239016525594,2017-04-30
182,0.8851052768390953,2017-05-01
183,0.8872853943767106,2017-05-02
184,0.8916770186335403,2017-05-03
185,0.8544851722232455,2017-05-04
186,0.8510914760914761,2017-05-05
187,0.8688720605819051,2017-05-06
188,0.8746736292428199,2017-05-07
189,0.901509705248023,2017-05-08
190,0.9010940272028386,2017-05-09
191,0.9024213950126491,2017-05-10
192,0.9173341393380686,2017-05-11
193,0.9156266479170329,2017-05-12
194,0.886144578313253,2017-05-13
195,0.8759168704156479,2017-05-14
196,0.8961292613636364,2017-05-15
197,0.9132624510352546,2017-05-16
198,0.9055764149631483,2017-05-17
199,0.9053079947575361,2017-05-18
200,0.899613250378342,2017-05-19
201,0.8891140706427331,2017-05-20
202,0.8804159445407279,2017-05-21
203,0.8968659702156034,2017-05-22
204,0.8881386450596443,2017-05-23
205,0.8997776954427565,2017-05-24
206,0.8918823112371499,2017-05-25
207,0.8838773491592483,2017-05-26
208,0.8978853644963829,2017-05-27
209,0.87995337995338,2017-05-28
210,0.8833754740834386,2017-05-29
211,0.8992772207973887,2017-05-30
212,0.8993466721110658,2017-05-31
213,0.9028309104820199,2017-06-01
214,0.8940473454378304,2017-06-02
215,0.8854166666666666,2017-06-03
216,0.8982164821648216,2017-06-04
217,0.9012511170688114,2017-06-05
218,0.9022132796780684,2017-06-06
219,0.917272462925269,2017-06-07
220,0.934005833738454,2017-06-08
221,0.9136786188579017,2017-06-09
222,0.8954030646235843,2017-06-10
223,0.9075400887069259,2017-06-11
224,0.9108433734939759,2017-06-12
225,0.9105691056910569,2017-06-13
226,0.8921431076815153,2017-06-14
227,0.9012053379250968,2017-06-15
228,0.9136690647482014,2017-06-16
229,0.8989381179055291,2017-06-17
230,0.8785742264003134,2017-06-18
231,0.8897818599311137,2017-06-19
232,0.8460627590290113,2017-06-20
233,0.8407750631844987,2017-06-21
234,0.8860895779500431,2017-06-22
235,0.8846539618856569,2017-06-23
236,0.8621834786218348,2017-06-24
237,0.8629088378566457,2017-06-25
238,0.8650875386199794,2017-06-26
239,0.8689917281466577,2017-06-27
240,0.8942831215970962,2017-06-28
241,0.8994743758212878,2017-06-29
242,0.8967490842490843,2017-06-30
243,0.9086206896551724,2017-07-01
244,0.8913975421549014,2017-07-02
245,0.8883666274970623,2017-07-03
246,0.8828481234654507,2017-07-04
247,0.8883079847908745,2017-07-05
248,0.8843482905982906,2017-07-06
249,0.8909144369303146,2017-07-07
250,0.8801261829652997,2017-07-08
251,0.8839368616527391,2017-07-09
252,0.8957298907646475,2017-07-10
253,0.8990433891356338,2017-07-11
254,0.8936457863902659,2017-07-12
255,0.8886244645406949,2017-07-13
256,0.9069950222687975,2017-07-14
257,0.8782428225527499,2017-07-15
258,0.8927662668120684,2017-07-16
259,0.881899552461462,2017-07-17
260,0.8933083762283575,2017-07-18
261,0.8857674034290436,2017-07-19
262,0.903534923339012,2017-07-20
263,0.9130434782608695,2017-07-21
264,0.8932655654383735,2017-07-22
265,0.8776847469967237,2017-07-23
266,0.9023106840539922,2017-07-24
267,0.898530193022844,2017-07-25
268,0.8983822042467139,2017-07-26
269,0.9044943820224719,2017-07-27
270,0.8945884011986603,2017-07-28
271,0.8849788204626914,2017-07-29
272,0.8799255352156377,2017-07-30
273,0.8965038203287798,2017-07-31
274,0.8954137345304538,2017-08-01
275,0.8983206809293766,2017-08-02
276,0.9086062452399086,2017-08-03
277,0.8966932174752594,2017-08-04
278,0.8910402429764617,2017-08-05
279,0.8893805309734514,2017-08-06
280,0.8850056369785795,2017-08-07
281,0.8926924010682205,2017-08-08
282,0.9037338074676149,2017-08-09
283,0.8860115095174856,2017-08-10
284,0.8901408450704226,2017-08-11
285,0.8818726183995645,2017-08-12
286,0.8622800306044377,2017-08-13
287,0.8825125208681135,2017-08-14
288,0.8805246649558027,2017-08-15
289,0.8603309549111887,2017-08-16
290,0.8748801534036433,2017-08-17
291,0.8983763132760267,2017-08-18
292,0.875460328088383,2017-08-19
293,0.8723577235772357,2017-08-20
294,0.8912783751493429,2017-08-21
295,0.8774740810556079,2017-08-22
296,0.8967805357581715,2017-08-23
297,0.8768058838980824,2017-08-24
298,0.8868991517436381,2017-08-25
299,0.8714938030006523,2017-08-26
300,0.8796433878157504,2017-08-27
301,0.8825167037861915,2017-08-28
302,0.9027863777089783,2017-08-29
303,0.8795347549155359,2017-08-30
304,0.8920174958993986,2017-08-31
305,0.8933800127307447,2017-09-01
306,0.896361631753032,2017-09-02
307,0.8843594009983361,2017-09-03
308,0.8630996309963099,2017-09-04
309,0.8603182030884418,2017-09-05
310,0.8633040935672515,2017-09-06
311,0.8874688279301746,2017-09-07
312,0.8693502824858758,2017-09-08
313,0.8614457831325302,2017-09-09
314,0.8481629039397963,2017-09-10
315,0.8899746652189648,2017-09-11
316,0.8810308660473479,2017-09-12
317,0.8738593666129898,2017-09-13
318,0.8932664756446992,2017-09-14
319,0.8996699669966997,2017-09-15
320,0.8868283404660009,2017-09-16
321,0.8765822784810127,2017-09-17
322,0.8791411042944786,2017-09-18
323,0.8962962962962963,2017-09-19
324,0.8925117435755734,2017-09-20
325,0.8797653958944281,2017-09-21
326,0.8890714872637634,2017-09-22
327,0.8891493636972538,2017-09-23
328,0.8980912326108056,2017-09-24
329,0.9061320754716982,2017-09-25
330,0.88366124893071,2017-09-26
331,0.8821062441752097,2017-09-27
332,0.8919439098157822,2017-09-28
333,0.8970741901776385,2017-09-29
334,0.9159727479182438,2017-09-30
335,0.8932038834951457,2017-10-01
336,0.8857197918674118,2017-10-02
337,0.8965914325195762,2017-10-03
338,0.8979166666666667,2017-10-04
339,0.8937830354895545,2017-10-05
340,0.895475372279496,2017-10-06
341,0.8932370820668692,2017-10-07
342,0.9001941747572816,2017-10-08
343,0.8967357187696171,2017-10-09
344,0.9128397375820057,2017-10-10
345,0.9140901060070671,2017-10-11
346,0.9151501364877161,2017-10-12
347,0.8911772891733927,2017-10-13
348,0.8886404293381037,2017-10-14
349,0.8736046092906014,2017-10-15
350,0.8910058840011208,2017-10-16
351,0.8904522613065327,2017-10-17
352,0.9166666666666666,2017-10-18
353,0.893657156331054,2017-10-19
354,0.9031234748657881,2017-10-20
355,0.8956590999601752,2017-10-21
356,0.8939958592132505,2017-10-22
357,0.896461716937355,2017-10-23
358,0.8813877168307548,2017-10-24
359,0.8821310702498821,2017-10-25
360,0.8839309428950863,2017-10-26
361,0.9005745690731951,2017-10-27
362,0.8903753251579338,2017-10-28
363,0.8969530982540226,2017-10-29
364,0.9165997107504419,2017-10-30
365,0.9095447284345048,2017-10-31
366,0.9029146141215106,2017-11-01
367,0.8858316955511881,2017-11-02
368,0.8871386212008896,2017-11-03
369,0.8726735598227474,2017-11-04
370,0.8916194076874606,2017-11-05
371,0.9035168903285516,2017-11-06
372,0.8748013420448526,2017-11-07
373,0.8564056540273727,2017-11-08
374,0.8922432789775231,2017-11-09
375,0.8987437185929649,2017-11-10
376,0.8975009054690329,2017-11-11
377,0.8791124713083397,2017-11-12
378,0.9103065212919152,2017-11-13
379,0.8971068087883403,2017-11-14
380,0.8805739514348786,2017-11-15
381,0.9137847836577128,2017-11-16
382,0.9054825105432895,2017-11-17
383,0.894921875,2017-11-18
384,0.8706680957484816,2017-11-19
385,0.8944557477110885,2017-11-20
386,0.8794653705953828,2017-11-21
387,0.8883216336949585,2017-11-22
388,0.8866636322257624,2017-11-23
389,0.9032541776605101,2017-11-24
390,0.8902671755725191,2017-11-25
391,0.8817567567567568,2017-11-26
392,0.89527291721076,2017-11-27
393,0.8879103282626101,2017-11-28
394,0.8884099616858238,2017-11-29
395,0.8811900958466453,2017-11-30
396,0.8994449464308765,2017-12-01
397,0.8658985045354254,2017-12-02
398,0.8776645041705282,2017-12-03
399,0.876528362397274,2017-12-04
400,0.8936423054070113,2017-12-05
401,0.8820878708223808,2017-12-06
402,0.8757109401137504,2017-12-07
403,0.8824925816023739,2017-12-08
404,0.8816949152542373,2017-12-09
405,0.8692449355432781,2017-12-10
406,0.8801313628899836,2017-12-11
407,0.866462010744436,2017-12-12
408,0.8701500258665287,2017-12-13
409,0.8755665430572723,2017-12-14
410,0.8882707464070468,2017-12-15
411,0.8953068592057761,2017-12-16
412,0.8843319448894585,2017-12-17
413,0.8851764705882353,2017-12-18
414,0.8642839290177455,2017-12-19
415,0.8632723112128147,2017-12-20
416,0.8692974452554745,2017-12-21
417,0.863323782234957,2017-12-22
418,0.8757013379369875,2017-12-23
419,0.8837944664031621,2017-12-24
420,0.8818380743982495,2017-12-25
421,0.8720565149136578,2017-12-26
422,0.8701563562202583,2017-12-27
423,0.8785073763378652,2017-12-28
424,0.9041896719714193,2017-12-29
425,0.894127732533219,2017-12-30
426,0.8780487804878049,2017-12-31
427,0.8771248178727538,2018-01-01
428,0.8954248366013072,2018-01-02
429,0.9233851956624234,2018-01-03
430,0.9085097001763669,2018-01-04
431,0.9022732599015701,2018-01-05
432,0.9037812288993923,2018-01-06
433,0.9140735502121641,2018-01-07
434,0.9019693654266958,2018-01-08
435,0.8908204367182532,2018-01-09
436,0.894751535455053,2018-01-10
437,0.8875455766647476,2018-01-11
438,0.9040202825063383,2018-01-12
439,0.8970403022670025,2018-01-13
440,0.9005163511187607,2018-01-14
441,0.8890270438296549,2018-01-15
442,0.8955156950672646,2018-01-16
443,0.8990165507315903,2018-01-17
444,0.8780969085726814,2018-01-18
445,0.8491580078824794,2018-01-19
446,0.8458966565349544,2018-01-20
447,0.8601609657947686,2018-01-21
448,0.8297109094745727,2018-01-22
449,0.8802153432032301,2018-01-23
450,0.8971441320838911,2018-01-24
451,0.9003802281368821,2018-01-25
452,0.8944113099182681,2018-01-26
453,0.8780967361384192,2018-01-27
454,0.875422138836773,2018-01-28
455,0.8897204826638155,2018-01-29
456,0.8871684394775818,2018-01-30
457,0.8854011887072808,2018-01-31
458,0.8868827496193169,2018-02-01
459,0.8849805447470818,2018-02-02
460,0.8834394904458599,2018-02-03
461,0.8675665815395841,2018-02-04
462,0.8734646581691773,2018-02-05
463,0.8833296919379506,2018-02-06
464,0.8802916751063399,2018-02-07
465,0.8892756145312161,2018-02-08
466,0.8693443019598355,2018-02-09
467,0.8813559322033898,2018-02-10
468,0.8653096578605457,2018-02-11
469,0.8835548990645002,2018-02-12
470,0.8798569725864124,2018-02-13
471,0.889061459951187,2018-02-14
472,0.8842221173509517,2018-02-15
473,0.8895527208138221,2018-02-16
474,0.8714381871213821,2018-02-17
475,0.8854317414375301,2018-02-18
476,0.885491723466407,2018-02-19
477,0.8852941176470588,2018-02-20
478,0.8789568640314909,2018-02-21
479,0.8767961303172571,2018-02-22
480,0.8833819241982507,2018-02-23
481,0.8754381234834188,2018-02-24
482,0.8658705915023605,2018-02-25
483,0.8787818864939687,2018-02-26
484,0.8802181665617789,2018-02-27
485,0.8926441351888668,2018-02-28
